,source,target,weight
151,TUBB2A,SYT1,0.562893706004249
152,SNCB,SYT1,0.639325354030368
153,PPP3CB,SYT1,0.528109613057463
154,SLC22A17,SYT1,0.508343285625201
155,NEDD8,SYT1,0.512499456284023
156,ZFR,SYT1,0.523121994235781
157,BASP1,SYT1,0.60319903358559
158,YWHAZ,SYT1,0.562832878364612
159,ATP6V1C1,SYT1,0.508890277958476
160,SEPT3,SYT1,0.544627037353088
161,ATXN10,SYT1,0.510201545270296
162,TUBA1A,SYT1,0.525354719060875
163,2900011O08RIK,SYT1,0.565385270705879
164,DNM1L,SYT1,0.517839552715198
165,ATP6V1A,SYT1,0.602542231597436
166,TAGLN3,SYT1,0.53724707924816
167,TTC3,SYT1,0.703751855606046
168,PPP2R1A,SYT1,0.528999781687882
169,ATP6V1G2,SYT1,0.59137269717756
170,HSP90AB1,SYT1,0.548876166455673
171,PJA2,SYT1,0.570453067826026
172,EPB4.1L3,SYT1,0.551044637410997
173,CALM2,SYT1,0.619981453064832
174,CELF4,SYT1,0.620846330148534
175,RIT2,SYT1,0.514301519755899
176,APC,SYT1,0.514200158886555
177,PURA,SYT1,0.523511742125309
178,PCDHA2,SYT1,0.516089090493538
179,NARS,SYT1,0.51367424534053
180,INA,SYT1,0.514790016272646
181,CFL1,SYT1,0.513047920662518
182,NRXN2,SYT1,0.566485519561078
183,PRDX5,SYT1,0.528062466945816
184,RTN3,SYT1,0.552047556702534
185,GNG3,SYT1,0.617062561879819
186,DNM3,SYT1,0.56516903231134
187,KIFAP3,SYT1,0.606003129092391
188,ATP1B1,SYT1,0.576575610479573
189,DNER,SYT1,0.515784800145332
190,KIF1A,SYT1,0.510143170865069
191,SNAP25,SYT1,0.570221054860573
192,NAPB,SYT1,0.5981813978414
193,DYNLRB1,SYT1,0.510434691587855
194,MAP1LC3A,SYT1,0.543627414052013
195,SNHG11,SYT1,0.644077395710787
196,YWHAB,SYT1,0.61252881406338
197,STMN3,SYT1,0.571362047169916
198,DNM1,SYT1,0.529336702358837
199,KIF5C,SYT1,0.621692393328836
200,CHN1,SYT1,0.547707648564143
201,ATP5F1,SYT1,0.520948881782034
202,SARS,SYT1,0.502161038694154
203,PFN2,SYT1,0.503953376869034
204,GRIA2,SYT1,0.578373669860089
205,SYT11,SYT1,0.554393319159434
206,MLLT11,SYT1,0.560648530010624
207,SV2A,SYT1,0.666819725018687
208,ATPIF1,SYT1,0.548394336815627
209,E130218I03RIK,SYT1,0.584325892320122
210,CDC42,SYT1,0.519367901448484
211,CAMK2N1,SYT1,0.503078933051341
212,RAB2A,SYT1,0.527357700554673
213,2210016L21RIK,SYT1,0.556056451329682
214,RPH3A,SYT1,0.526725022709531
215,YWHAG,SYT1,0.533007898971709
216,SRPK2,SYT1,0.521882208479087
217,YWHAH,SYT1,0.500526252397382
218,CRMP1,SYT1,0.511464401249485
219,NSG1,SYT1,0.550617238160907
220,UCHL1,SYT1,0.511218308804494
221,RUFY3,SYT1,0.504490974567688
222,ATP6V1E1,SYT1,0.593849972075841
223,ENO2,SYT1,0.535687676768286
224,TPI1,SYT1,0.580738766418308
225,LDHB,SYT1,0.524258742884517
226,CAPZA2,SYT1,0.501554355377683
227,FAM115A,SYT1,0.53511828995405
228,NAP1L5,SYT1,0.563178722667034
229,RAB6A,SYT1,0.548930666958856
230,ALDOA,SYT1,0.516648068051764
231,CEND1,SYT1,0.511013991753957
232,CALM3,SYT1,0.617713535064953
233,ATP1A3,SYT1,0.535519215863389
234,CLIP3,SYT1,0.521490505689454
235,GPI1,SYT1,0.526414105680114
236,KCNC1,SYT1,0.574612063258788
237,SNRPN,SYT1,0.593193774079538
238,HSBP1,SYT1,0.566404789469337
239,6430548M08RIK,SYT1,0.502124975186715
240,COX4I1,SYT1,0.510337192372065
241,TCF25,SYT1,0.611615701225041
242,SLC25A4,SYT1,0.562682399855909
243,GPM6A,SYT1,0.501703847901217
244,SPOCK3,SYT1,0.556262354566876
245,ATP6V1B2,SYT1,0.544010545005074
246,RAB3A,SYT1,0.62870373000013
247,SCOC,SYT1,0.557015178437192
248,TECR,SYT1,0.571243367014101
249,GNAO1,SYT1,0.508138893006498
250,NDRG4,SYT1,0.566717949881247
251,RAB6B,SYT1,0.575548490262066
252,ELAVL3,SYT1,0.577115382167666
253,APLP2,SYT1,0.506662575502126
254,HSPA8,SYT1,0.531886886213615
255,GRIA4,SYT1,0.508560772611324
256,NPTN,SYT1,0.627973097896024
257,MYO5A,SYT1,0.554377011133562
258,SCG3,SYT1,0.525711888109489
259,COX7A2,SYT1,0.502824424837908
260,SNAP91,SYT1,0.524784189058705
261,MT-ND1,SYT1,0.541437888738489
262,COX7B,SYT1,0.507849887901952
263,ATP6AP2,SYT1,0.537406279054089
264,GPRASP1,SYT1,0.589186881135487
265,BEX2,SYT1,0.574805429520424
266,TCEAL5,SYT1,0.561536350097668
267,NGFRAP1,SYT1,0.511926108717131
268,ZCCHC18,SYT1,0.546985133330648
269,GNL3L,SYT1,0.542683054440543
270,MAP7D2,SYT1,0.534143939943258
271,GDI1,SYT1,0.558510029923595
272,ARHGEF9,SYT1,0.501106862825762
273,PJA1,SYT1,0.546836338436608
274,ZDHHC17,ZDHHC17,1
275,OSBPL8,OSBPL8,1
276,NAP1L1,NAP1L1,1
277,GM4204,NAP1L1,0.809498865171505
278,KRR1,KRR1,1
279,SYT1,ATXN7L3B,0.546246686721346
280,ATXN7L3B,ATXN7L3B,1
281,ATP5B,ATXN7L3B,0.52987274134595
282,TSPYL4,ATXN7L3B,0.528262539192013
283,SERINC1,ATXN7L3B,0.548990982445721
284,CISD1,ATXN7L3B,0.52118782099281
285,ZWINT,ATXN7L3B,0.528647061237261
286,RRP1,ATXN7L3B,0.541646215310423
287,SLC25A3,ATXN7L3B,0.510790662216171
288,NSF,ATXN7L3B,0.510583378733379
289,PRKAR1A,ATXN7L3B,0.508349090099217
290,MDH1,ATXN7L3B,0.581561865461184
291,CANX,ATXN7L3B,0.551458277342442
292,SKP1A,ATXN7L3B,0.589278655793983
293,VDAC1,ATXN7L3B,0.56769936096948
294,RNF187,ATXN7L3B,0.532056431966255
295,UBB,ATXN7L3B,0.554632826565446
296,PAFAH1B1,ATXN7L3B,0.573967548509637
297,DYNLL2,ATXN7L3B,0.568934177047788
298,THRA,ATXN7L3B,0.511025228766866
299,KLC1,ATXN7L3B,0.564236209570866
300,YWHAQ,ATXN7L3B,0.55169626377198
301,FKBP3,ATXN7L3B,0.543370098546918
302,RTN1,ATXN7L3B,0.518839617221785
303,ATP6V1D,ATXN7L3B,0.527733010916831
304,TUBB2A,ATXN7L3B,0.547624827098118
305,SNCB,ATXN7L3B,0.524485604634532
306,GHITM,ATXN7L3B,0.503729983682726
307,NEDD8,ATXN7L3B,0.510128602730434
308,SUB1,ATXN7L3B,0.509851478913602
309,ZFR,ATXN7L3B,0.508330647594223
310,BASP1,ATXN7L3B,0.520781976868982
311,YWHAZ,ATXN7L3B,0.554761163998737
312,NDUFA6,ATXN7L3B,0.531606960051255
313,ATXN10,ATXN7L3B,0.520287475775383
314,KIF21A,ATXN7L3B,0.501332121892113
315,TUBA1B,ATXN7L3B,0.529921189364644
316,TUBA1A,ATXN7L3B,0.580364600864097
317,DNM1L,ATXN7L3B,0.516096181669926
318,EIF4A2,ATXN7L3B,0.512931579411503
319,GSK3B,ATXN7L3B,0.501012269844863
320,ATP6V1A,ATXN7L3B,0.587714163846011
321,TTC3,ATXN7L3B,0.58442126914452
322,TUBB5,ATXN7L3B,0.514535826455742
323,HSP90AB1,ATXN7L3B,0.5713543010209
324,CALM2,ATXN7L3B,0.601744671888895
325,CSNK1A1,ATXN7L3B,0.512011569494912
326,NARS,ATXN7L3B,0.503296796923629
327,ATP5A1,ATXN7L3B,0.538879895946228
328,CFL1,ATXN7L3B,0.534935792342037
329,PRDX5,ATXN7L3B,0.501447916749373
330,COX8A,ATXN7L3B,0.513748737906317
331,RTN3,ATXN7L3B,0.530905251242306
332,GNG3,ATXN7L3B,0.525346759852865
333,KIFAP3,ATXN7L3B,0.559608807854514
334,EID1,ATXN7L3B,0.527399931281437
335,SNAP25,ATXN7L3B,0.560443678085069
336,NAPB,ATXN7L3B,0.522128626295516
337,DYNLRB1,ATXN7L3B,0.539686942352607
338,MAP1LC3A,ATXN7L3B,0.508771116052349
339,SNHG11,ATXN7L3B,0.51316178191131
340,YWHAB,ATXN7L3B,0.596347635366938
341,STMN3,ATXN7L3B,0.528522684230423
342,RAB14,ATXN7L3B,0.506547566536837
343,ATP5G3,ATXN7L3B,0.516353700408438
344,ATP5F1,ATXN7L3B,0.563257762752816
345,SEC62,ATXN7L3B,0.511359165034648
346,NDUFC1,ATXN7L3B,0.527575475442715
347,SYT11,ATXN7L3B,0.509812413734561
348,MLLT11,ATXN7L3B,0.529298696693957
349,SV2A,ATXN7L3B,0.525585887890867
350,ATPIF1,ATXN7L3B,0.573596580874971
351,E130218I03RIK,ATXN7L3B,0.518765198016881
352,CDC42,ATXN7L3B,0.559781493653147
353,TXN1,ATXN7L3B,0.500098264144833
354,PSIP1,ATXN7L3B,0.512512407876721
355,RAB2A,ATXN7L3B,0.545751695309469
356,2210016L21RIK,ATXN7L3B,0.540422649629968
357,COX6A1,ATXN7L3B,0.531014464406377
358,CHCHD2,ATXN7L3B,0.554071863736114
359,YWHAG,ATXN7L3B,0.509589540755647
360,ATP5J2,ATXN7L3B,0.524661559665799
361,MRFAP1,ATXN7L3B,0.501154561100279
362,UCHL1,ATXN7L3B,0.515748901047346
363,RUFY3,ATXN7L3B,0.510397262102921
364,ATP6V1E1,ATXN7L3B,0.550190213394112
365,ENO2,ATXN7L3B,0.51927786932506
366,TPI1,ATXN7L3B,0.54965446314086
367,GABARAPL1,ATXN7L3B,0.506040340527612
368,RAB6A,ATXN7L3B,0.532425104414808
369,ALDOA,ATXN7L3B,0.534585840948721
370,CALM3,ATXN7L3B,0.553512275139727
371,COX6B1,ATXN7L3B,0.543098443006396
372,SNRPN,ATXN7L3B,0.564090902655436
373,NDN,ATXN7L3B,0.50119769972092
374,NDUFC2,ATXN7L3B,0.507532640773494
375,HSBP1,ATXN7L3B,0.551781349212957
376,COX4I1,ATXN7L3B,0.570385417518468
377,TCF25,ATXN7L3B,0.59123442026148
378,SLC25A4,ATXN7L3B,0.620112634437576
379,RAB3A,ATXN7L3B,0.558974910648562
380,SCOC,ATXN7L3B,0.514300367677166
381,TECR,ATXN7L3B,0.518610044249638
382,PRDX2,ATXN7L3B,0.51878125345319
383,NDRG4,ATXN7L3B,0.512142824039067
384,RAB6B,ATXN7L3B,0.505514231025457
385,APLP2,ATXN7L3B,0.500032684432833
386,HSPA8,ATXN7L3B,0.567373780370229
387,COX5A,ATXN7L3B,0.500694937223504
388,NPTN,ATXN7L3B,0.520446897258783
389,NEDD4,ATXN7L3B,0.559252587906088
390,COX7A2,ATXN7L3B,0.560895972747824
391,MT-ND1,ATXN7L3B,0.528979245765566
392,COX7B,ATXN7L3B,0.547027279535845
393,ATP6AP2,ATXN7L3B,0.501541757037319
394,BEX2,ATXN7L3B,0.579910847125922
395,NGFRAP1,ATXN7L3B,0.527564029440465
396,NDUFA1,ATXN7L3B,0.507214758263029
397,GDI1,ATXN7L3B,0.513226166861938
398,ZFC3H1,ZFC3H1,1
399,CNOT2,CNOT2,1
400,CCT2,CCT2,1
401,PA2G4,CCT2,0.584239203646859
402,BCLAF1,CCT2,0.527075912748847
403,HDAC2,CCT2,0.509937625475342
404,GNB2L1,CCT2,0.611960140325794
405,YWHAE,CCT2,0.648617619570547
406,WDR89,CCT2,0.551004232200998
407,PABPC1,CCT2,0.566014224528008
408,RPL8,CCT2,0.569199820716297
409,RANBP1,CCT2,0.592257963358976
410,TCP1,CCT2,0.503431491768692
411,HNRNPM,CCT2,0.501477068713874
412,MATR3,CCT2,0.532583733814093
413,NUCKS1,CCT2,0.575300757242893
414,SNRPE,CCT2,0.544166533835416
415,HNRNPU,CCT2,0.559487218237508
416,NOP58,CCT2,0.523418261065712
417,EIF2S2,CCT2,0.508325088414009
418,PSMA7,CCT2,0.562373917380945
419,OLA1,CCT2,0.518427721014695
420,ATP5G3,CCT2,0.516201377445292
421,SSRP1,CCT2,0.516208956777726
422,CSDE1,CCT2,0.558584603879174
423,ZRANB2,CCT2,0.511373932685317
424,SMC4,CCT2,0.512633811778528
425,CCT3,CCT2,0.54189310380373
426,YBX1,CCT2,0.573619683895328
427,HNRNPR,CCT2,0.512301029023472
428,CCT6A,CCT2,0.558384542681597
429,HNRNPD,CCT2,0.516815618956266
430,HNRNPA2B1,CCT2,0.537088405762629
431,SERBP1,CCT2,0.638019782881721
432,EIF4G2,CCT2,0.509820719138473
433,RPS5,CCT2,0.549938032075359
434,SNRPD2,CCT2,0.508520598142292
435,RPL4,CCT2,0.505288209823266
436,RBMX,CCT2,0.517780940598151
437,YEATS4,YEATS4,1
438,CPSF6,CPSF6,1
439,CEP290,MDM1,0.554577976430518
440,MDM1,MDM1,1
441,EPB4.1L2,MDM1,0.649367667997443
442,IPMK,MDM1,0.54526447358934
443,AGPAT3,MDM1,0.66575876672142
444,PPAP2C,MDM1,0.507352121341135
445,REEP6,MDM1,0.629340685669409
446,RIC8B,MDM1,0.535390662363022
447,DDX5,MDM1,0.588054434624298
448,RGS9,MDM1,0.652970322197295
449,LLGL2,MDM1,0.55881468818112
450,H3F3B,MDM1,0.534945498622262
451,GM11744,MDM1,0.645645839530046
452,PDE6G,MDM1,0.669501440367402
453,LGALSL,MDM1,0.539245708583652
454,FAM161A,MDM1,0.709512655878954
455,OSBP2,MDM1,0.568919691580344
456,CNOT6,MDM1,0.551948425590058
457,GUK1,MDM1,0.504232441147097
458,RCVRN,MDM1,0.697744497771443
459,GUCY2E,MDM1,0.607724566839036
460,ATP1B2,MDM1,0.508369802076674
461,TNFSF12,MDM1,0.559281337140607
462,ACADVL,MDM1,0.510806803046258
463,AIPL1,MDM1,0.669961705165652
464,UNC119,MDM1,0.656142057869661
465,RHOT1,MDM1,0.514930275721503
466,DGKE,MDM1,0.551790069789029
467,PPP2R5C,MDM1,0.502877395789487
468,HSP90AA1,MDM1,0.563862544788246
469,RDH12,MDM1,0.669128334618127
470,ESRRB,MDM1,0.511417891078538
471,MAK,MDM1,0.633949679985338
472,SUSD3,MDM1,0.577968760148398
473,NXNL2,MDM1,0.598255078290168
474,SLC4A7,MDM1,0.621740786095465
475,RBP3,MDM1,0.55174915475499
476,CDHR1,MDM1,0.604775086037805
477,DDHD1,MDM1,0.582634814498214
478,OSGEP,MDM1,0.528083314577708
479,RPGRIP1,MDM1,0.720628623882489
480,NRL,MDM1,0.685039361091479
481,AMER2,MDM1,0.504111699237969
482,EBPL,MDM1,0.652707206980567
483,A930011O12RIK,MDM1,0.709300307202074
484,PPP3CC,MDM1,0.570245310244262
485,ANKRD33,MDM1,0.561828287647421
486,PCBP2,MDM1,0.61448923166074
487,ANKRD33B,MDM1,0.608470419165979
488,LAPTM4B,MDM1,0.522132390148613
489,EGFLAM,MDM1,0.528749533358511
490,PTP4A3,MDM1,0.523755579310173
491,ATF4,MDM1,0.533351862564118
492,TOB2,MDM1,0.549465740290176
493,PMM1,MDM1,0.504411961480072
494,PACSIN2,MDM1,0.513352660287863
495,NADK2,MDM1,0.618157259990248
496,A930003A15RIK,MDM1,0.632485528634945
497,IMPG2,MDM1,0.656404860804162
498,ARL6,MDM1,0.539024048128602
499,HMGN1,MDM1,0.726579286487474
500,TULP1,MDM1,0.724359989619159
501,GLO1,MDM1,0.531745212240701
502,BC033916,MDM1,0.595912120872643
503,PLA2G7,MDM1,0.529203927752295
504,PRPH2,MDM1,0.727652651046703
505,GUCA1B,MDM1,0.616345339160633
506,PPP2R2B,MDM1,0.509830606784875
507,PDE6A,MDM1,0.67173061221097
508,PPARGC1B,MDM1,0.54573440296234
509,CPLX4,MDM1,0.677706409378732
510,A330094K24RIK,MDM1,0.508454833799342
511,HSBP1L1,MDM1,0.523435032946389
512,STX3,MDM1,0.644295626244489
513,CPT1A,MDM1,0.500022591789695
514,CDK2AP2,MDM1,0.560505664500067
515,PITPNM1,MDM1,0.524011372406435
516,CABP4,MDM1,0.585461837028939
517,ARL3,MDM1,0.549337568131894
518,GM21743,MDM1,0.588827609467886
519,1810009A15RIK,MDM1,0.650837975236486
520,ROM1,MDM1,0.69031991538419
521,PFKFB2,MDM1,0.647877964476676
522,ADIPOR1,MDM1,0.57901637678077
523,PDC,MDM1,0.733982927151897
524,NDUFS2,MDM1,0.598505149485095
525,RP1,MDM1,0.737054428077584
526,TMEM237,MDM1,0.533584811594902
527,MPP4,MDM1,0.707502846800065
528,SAG,MDM1,0.715560103598245
529,SLC1A2,MDM1,0.516425845970917
530,STARD7,MDM1,0.538495030268029
531,AI847159,MDM1,0.625454039806505
532,CEP250,MDM1,0.513562225064159
533,GM14290,MDM1,0.503418988289154
534,KCNB1,MDM1,0.629227726601763
535,SLCO4A1,MDM1,0.556620794372594
536,GM16119,MDM1,0.552182277582756
537,PCMTD2,MDM1,0.653340623386221
538,BAZ2B,MDM1,0.502335813943914
539,CERKL,MDM1,0.529378177284608
540,NEUROD1,MDM1,0.720356397481149
541,FABP12,MDM1,0.574027380927652
542,ABCA4,MDM1,0.542622615159662
543,USP33,MDM1,0.554870734824871
544,SAMD7,MDM1,0.609226184893321
545,PEX5L,MDM1,0.68527819058016
546,BBS7,MDM1,0.561076894939468
547,ANP32E,MDM1,0.646774409927504
548,OTUD7B,MDM1,0.571438379229744
549,PIAS3,MDM1,0.587292424701764
550,PLEKHF2,MDM1,0.514969679067859
551,EPB4.1,MDM1,0.689713555550997
552,HMGN2,MDM1,0.51185931669874
553,D4WSU53E,MDM1,0.599089425801626
554,CASZ1,MDM1,0.57362771257017
555,KIF1B,MDM1,0.521643400820945
556,ICMT,MDM1,0.511368319712881
557,GNB1,MDM1,0.713885201607533
558,SSU72,MDM1,0.638128807827743
559,SAMD11,MDM1,0.707798817527725
560,TDRD7,MDM1,0.587942698727718
561,SLC31A2,MDM1,0.515126173041065
562,KDM4C,MDM1,0.527202669235907
563,CHD7,MDM1,0.528671547105492
564,GLMN,MDM1,0.584538744514043
565,PDE6B,MDM1,0.713925280363937
566,PRKAB1,MDM1,0.516573045239615
567,TRAFD1,MDM1,0.587047250668476
568,RABGEF1,MDM1,0.593580572983537
569,LYAR,MDM1,0.62443704635939
570,PROM1,MDM1,0.672525537793783
571,CNGA1,MDM1,0.706946788551916
572,PPEF2,MDM1,0.554184435020181
573,RHO,MDM1,0.686893623038133
574,YBX3,MDM1,0.661016465096605
575,FAM3C,MDM1,0.510977432682923
576,IMPDH1,MDM1,0.614713028054063
577,GNGT1,MDM1,0.674612286075384
578,CCDC126,MDM1,0.60197826869274
579,TAX1BP1,MDM1,0.613873405446328
580,VOPP1,MDM1,0.570800815386128
581,HERC3,MDM1,0.542561122995939
582,A430035B10RIK,MDM1,0.53689033350863
583,PLEKHB1,MDM1,0.617403812090946
584,FAM57B,MDM1,0.693514713445608
585,DRD4,MDM1,0.640969846838356
586,CRX,MDM1,0.698493810237459
587,LSM14A,MDM1,0.512102386370172
588,RGS9BP,MDM1,0.554178237059796
589,KCNJ14,MDM1,0.508867406117584
590,LDHA,MDM1,0.547611458340712
591,GRK1,MDM1,0.615546935917506
592,CERS4,MDM1,0.510687711132987
593,WDR17,MDM1,0.591061339454957
594,MARCH1,MDM1,0.56012227866016
595,NXNL1,MDM1,0.649962913281327
596,RTBDN,MDM1,0.640293243397981
597,CNGB1,MDM1,0.685005482350671
598,PCBP4,MDM1,0.526263591255386
599,GNAT1,MDM1,0.679012064971883
600,TMA7,MDM1,0.680199935816491
601,KLHL18,MDM1,0.590112508431822
602,C2CD2L,MDM1,0.532499510368388
603,NR2E3,MDM1,0.720613763106456
604,SLC24A1,MDM1,0.693285404805015
605,GM514,MDM1,0.556127837830981
606,IMPG1,MDM1,0.603542943469451
607,LCA5,MDM1,0.50442430405101
608,ELOVL4,MDM1,0.651605904743295
609,NT5E,MDM1,0.566543794290119
610,RS1,MDM1,0.7241218397441
611,DMD,MDM1,0.646259278064689
612,GNS,GNS,1
613,OS9,OS9,1
614,PIP4K2C,PIP4K2C,1
615,DCTN2,DCTN2,1
616,PSAP,DCTN2,0.508467078662382
617,ZWINT,DCTN2,0.537304005442879
618,HINT1,DCTN2,0.528282960896805
619,DYNLL2,DCTN2,0.503568090065505
620,KLC1,DCTN2,0.531355536931758
621,RTN1,DCTN2,0.500350223926912
622,TUBB2A,DCTN2,0.527344312663603
623,BASP1,DCTN2,0.500419806286652
624,YWHAZ,DCTN2,0.535476585879832
625,TUBA1B,DCTN2,0.556037782741664
626,TUBA1A,DCTN2,0.536094778033158
627,TUBB5,DCTN2,0.510797726778702
628,HSP90AB1,DCTN2,0.557804271060967
629,CALM2,DCTN2,0.553823498362742
630,ATP5A1,DCTN2,0.508246776963354
631,CFL1,DCTN2,0.530535648240726
632,RTN3,DCTN2,0.518070668306541
633,SNAP25,DCTN2,0.503377408145228
634,YWHAB,DCTN2,0.53448153605244
635,STMN3,DCTN2,0.531404617076738
636,STMN2,DCTN2,0.516027794880019
637,ATPIF1,DCTN2,0.550090249935813
638,TXN1,DCTN2,0.521590001704274
639,RAB2A,DCTN2,0.503091323351815
640,YWHAG,DCTN2,0.519984888342849
641,YWHAH,DCTN2,0.517022444453586
642,UCHL1,DCTN2,0.552274865507514
643,ENO2,DCTN2,0.528992298921516
644,GABARAPL1,DCTN2,0.546047144793818
