"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070661","GO:0070661","leukocyte proliferation","56/1935","356/18860",0.157303370786517,1.53319977934559,3.43413707628808,0.00079064219781303,0.0125694636696519,0.0100813202599888,"SLC11A1/IL1A/SOX11/IL1B/SLC39A10/CNN2/IL6/RIPK2/PLCL2/SLC7A1/TNFSF4/TNFSF9/LEF1/CEBPB/TNFRSF13B/CCL5/IL23A/MYC/CD79A/IMPDH1/CTPS1/CD3E/BCL2/NMB/FCGR3A/CR2/FOXP3/CD19/ZAP70/CD55/CSF2/CD22/IKZF3/TNFRSF13C/ZP3/BTLA/CRTAM/PLA2G2D/FLT3/HHLA2/HELLS/MS4A1/FCRL3/SHH/TMIGD2/CCR2/KIT/CDKN2A/MZB1/IL2/IDO1/LGALS9C/TNFSF11/CLC/GAL/LEP",56
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","31/1935","167/18860",0.18562874251497,1.80928066347924,3.55183982584557,0.000799571652291959,0.0126764045700833,0.0101670920553871,"CXCL8/KLK6/APELA/APLN/RGS16/GNG7/MET/BICD1/RGS13/RAMP1/CCL5/PTGDR2/AGT/PDE10A/SERPINE1/PDE2A/GPR158/HOMER2/SYP/PLCB1/PADI2/NECAB2/DRD2/GNG4/GPER1/KCTD16/RGS9/GRK1/RGS4/CNTN2/GRP",31
"GO:0006936","GO:0006936","muscle contraction","58/1935","372/18860",0.155913978494624,1.51965769220083,3.42278279463925,0.000803863470951186,0.0127094348223189,0.0101935839216916,"SULF1/EDNRA/STC1/COMP/CKMT2/F2R/SPHK1/HTR1D/GJC1/ITGA2/CCDC78/CACNA1C/HOMER1/NMU/HTR7/CACNA1D/ADRA2A/CTNNA3/SMPX/TNNI3/P2RX1/JPH1/GSTM2/KCNH2/SNTB1/RYR1/P2RX6/SLC8A3/TBX20/PROK2/KCNE4/KIT/OXTR/EDN3/TNNT3/TPM2/P2RX2/FXYD1/ADRA1A/ATP1A2/MYH4/MYLK2/ANK2/DRD2/EDN2/GPER1/KCNE2/TRPV4/KCNB2/TRPV1/RYR2/MYL3/ACTC1/SCNN1B/ADRA2C/CAV3/JPH4/CLCN1",58
"GO:0032370","GO:0032370","positive regulation of lipid transport","19/1935","85/18860",0.223529411764706,2.17868977048184,3.68259942236292,0.00083571401657304,0.0131408037305406,0.0105395627341754,"IL1B/NTSR1/SPP1/LIPG/ABCA8/NMB/ABCA5/BMP6/ERFE/AVPR1B/FASLG/ADIPOQ/ABCA12/ABCA13/CYP19A1/TNFSF11/ECRG4/GAL/GALR1",19
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","19/1935","85/18860",0.223529411764706,2.17868977048184,3.68259942236292,0.00083571401657304,0.0131408037305406,0.0105395627341754,"ULBP1/KLRB1/ULBP2/SLAMF7/FCGR3A/CD160/ULBP3/KIR2DL4/CRTAM/NECTIN4/KLRC1/GZMB/KLRC4/RAET1G/KLRC3/CEACAM1/KLRC2/RAET1E/LEP",19
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","44/1935","264/18860",0.166666666666667,1.6244616709733,3.45488390083191,0.000845724877423967,0.0132343946220165,0.0106146271740898,"IL1B/ULBP1/STAP1/IL6/RAET1L/TNFSF4/APLF/IL23A/PLCG2/CXCL6/DNASE1L3/KLRB1/DDX21/ULBP2/AZGP1/CD96/CD160/ULBP3/FCGR1A/CR2/FOXP3/CD55/ZP3/KIR2DL4/CRTAM/CD7/CCR2/KIT/TBX21/NECTIN4/KLRC1/FCER2/IL2/SECTM1/KLRC4/RAET1G/KLRC3/CEACAM1/KLRC2/C4BPB/SH2D1B/CLC/RAET1E/LEP",44
"GO:0070482","GO:0070482","response to oxygen levels","56/1935","357/18860",0.156862745098039,1.52890510209252,3.41134989500882,0.000846265372876119,0.0132343946220165,0.0106146271740898,"INHBA/COL1A1/PLAU/CA9/ANGPT2/PMAIP1/EDNRA/STC1/MMP14/HILPDA/LOXL2/PLEKHN1/AJUBA/HIGD1A/ITGA2/ACAA2/MYC/TWIST1/ASCL2/STC2/CXCL12/PGF/VEGFA/SLC7A5/OPRD1/BMP2/DDIT4/BCL2/F7/SLC2A1/E2F1/MMP2/POSTN/BMP7/PTGS2/SLC1A1/RYR1/SLC8A3/FABP1/CCNB1/VEGFD/P2RX2/ADIPOQ/UCN3/HSD11B2/DRD2/LCN2/TRPV4/SLC29A1/RYR2/KCNK2/TGFB2/FGFR2/CAV3/LEP/GNGT1",56
"GO:0045765","GO:0045765","regulation of angiogenesis","57/1935","365/18860",0.156164383561644,1.52209833280238,3.40570515769652,0.00085317000762242,0.0133062151595312,0.0106722307329177,"ADAM12/SULF1/ANGPT2/CXCL8/TNFRSF12A/IL1A/ANXA3/WNT5A/SPARC/IL1B/RUNX1/SPHK1/FUT1/APELA/JCAD/IL6/ADGRB1/ADAMTS9/ITGB8/ISM1/THBS2/TWIST1/THBS4/FGF18/GPR4/TSPAN18/VEGFA/KLF4/CD160/NOS3/SERPINE1/TAFA5/VASH2/ADGRB3/PRKCB/TMIGD2/CCR2/EFNA3/CCL24/COL4A2/COL4A3/FGF1/FASLG/CXCL13/ABCC8/CCR3/CNMD/CCN6/SMOC2/PF4/CEACAM1/NODAL/TGFB2/ITGA5/FOXC2/LEP/IL17F",57
"GO:0007517","GO:0007517","muscle organ development","58/1935","373/18860",0.155495978552279,1.51558354289198,3.40060131199493,0.000858973322033039,0.0133605174818923,0.0107157838324748,"COL11A1/WNT2/EDNRA/TEAD4/STRA6/ITGA11/COL3A1/SOX11/SIX4/FGFRL1/MYOM1/ADGRB1/LEF1/SIX1/MYC/TWIST1/HOMER1/LOX/COL6A3/BMP2/USP2/BCL2/DPF3/BORCS8-MEF2B/MEF2B/CNTFR/HEYL/TCF21/WT1/TNNI3/DMRTA2/JPH1/SMYD1/RYR1/TBX20/COL19A1/SHH/POU4F1/MYH15/EPHB1/NEURL1/HAND1/P2RX2/PAX5/MYLK2/CHODL/MEGF10/SGCG/RYR2/TAGLN/MYL3/TRIM72/ACTC1/TGFB2/FGFR2/CAV3/FOXC2/RBM24",58
"GO:0090183","GO:0090183","regulation of kidney development","11/1935","37/18860",0.297297297297297,2.89768838606048,3.90676075919465,0.000881382298116671,0.013672116241675,0.0109657011696456,"TACSTD2/SIX4/SOX9/SIX1/MYC/VEGFA/AGT/WT1/ADIPOQ/CITED1/FOXD1",11
"GO:0031341","GO:0031341","regulation of cell killing","23/1935","112/18860",0.205357142857143,2.0015688445921,3.59457725390819,0.00089213261056825,0.0138016751984416,0.0110696137446004,"ULBP1/STAP1/RAET1L/IL23A/CXCL6/DNASE1L3/KLRB1/ULBP2/AZGP1/CD160/ULBP3/CD55/KIR2DL4/CRTAM/NECTIN4/KLRC1/KLRC4/RAET1G/KLRC3/CEACAM1/KLRC2/RAET1E/LEP",23
"GO:0060840","GO:0060840","artery development","24/1935","119/18860",0.201680672268908,1.96573513126181,3.57330927770211,0.000912708528376842,0.0140265726501767,0.0112499924223375,"ADAMTS6/EDNRA/COMP/ROBO2/PRRX1/STRA6/COL3A1/SOX4/NOTCH3/PDGFRB/ADAMTS9/SIX1/HPGD/LOX/VEGFA/FKBP10/PDE2A/ADGRF5/SHH/WNT11/FOLR1/TGFB2/FOXC2/LEP",24
"GO:0060047","GO:0060047","heart contraction","44/1935","265/18860",0.166037735849057,1.61833162693189,3.42753408722486,0.000915645048870929,0.0140265726501767,0.0112499924223375,"EDNRA/STC1/CORIN/APELA/APLN/GJC1/TMIGD3/CACNA1C/NMU/ATP1B2/AGT/NOS3/CACNA1D/CTNNA3/TNNI3/JPH1/HCN1/GSTM2/KCNH2/SLC1A1/SLC8A3/THRB/KCNE4/TBX18/EDN3/FXYD1/ADRA1A/IRX3/ATP1A2/MYLK2/ANK2/DRD2/ADRB1/EDN2/ATP2B2/KCNE2/SGCG/RYR2/MYL3/RGS4/ACTC1/TGFB2/CAV3/JPH4",44
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","47/1935","288/18860",0.163194444444444,1.59061871949469,3.41514848101699,0.000915694895875505,0.0140265726501767,0.0112499924223375,"CEMIP/EDNRA/DHRS7C/F2R/TESC/ANK3/THY1/GRIN2D/GRIN2B/NTSR1/CACNA1C/CBARP/ATP1B2/AGT/BCL2/CACNA1D/CD19/CXCL11/P2RX1/JPH1/MMP9/GSTM2/KCNH2/GRIN2A/FXYD5/PCSK9/MS4A1/NPSR1/EDN3/P2RX2/FXYD1/ATP1A2/LRRC55/ANK2/GPER1/SLN/KCNE2/LCN2/RGS9/RYR2/RGS4/FXYD4/FXYD3/CALML3/CAV3/JPH4/GAL",47
"GO:0031960","GO:0031960","response to corticosteroid","29/1935","154/18860",0.188311688311688,1.83543071915165,3.51978237354146,0.000916418995041952,0.0140265726501767,0.0112499924223375,"INHBA/STC1/PDX1/IL6/SGK1/WNT7B/DDIT4/BCL2/IGFBP7/FLT3/PCK1/HMGCS2/CLDN1/AREG/BMP6/TAT/AXIN2/IL1RN/ADIPOQ/CPS1/UCN3/HSD11B2/GHR/GPER1/BGLAP/SCNN1G/FAM107A/BCHE/SCNN1B",29
"GO:0051783","GO:0051783","regulation of nuclear division","28/1935","147/18860",0.19047619047619,1.85652762396948,3.52503804693888,0.000926179399823278,0.0141199863154677,0.0113249147182452,"IL1A/WNT5A/IL1B/SPHK1/MSX2/PDGFRB/TRIP13/GPR3/MAD2L1/PKMYT1/MTBP/PDGFB/BMP7/UBE2C/SPC25/SKA3/BUB1B/AURKA/BIRC5/NUF2/BUB1/CCNB1/EDN3/PLCB1/EREG/TTK/PSMA8/DAZL",28
"GO:0014706","GO:0014706","striated muscle tissue development","65/1935","430/18860",0.151162790697674,1.47334895739439,3.35728694207489,0.000927429161989019,0.0141199863154677,0.0113249147182452,"COL11A1/WNT2/EDNRA/NOX4/SOX11/RUNX1/MSX2/SIX4/GJC1/PDGFRB/MYOM1/LEF1/ADAMTS9/SIX1/MYC/TWIST1/HOMER1/LOX/VEGFA/NEBL/BMP2/BMP5/BCL2/HEYL/TCF21/WT1/BMP7/TNNI3/DMRTA2/SMYD1/RYR1/CDK1/TENM4/TBX20/COL19A1/SHH/TBX18/POU4F1/CCNB1/MYH15/EPHB1/NEURL1/HAND1/P2RX2/ADRA1A/IRX3/PAX5/ALPK2/MYLK2/MESP1/MEGF10/SGCG/TP73/RYR2/MYL3/RGS4/KCNK2/DKK1/ACTC1/TGFB2/FGFR2/CAV3/NRAP/FOXC2/RBM24",65
"GO:0032722","GO:0032722","positive regulation of chemokine production","17/1935","73/18860",0.232876712328767,2.26979575944214,3.67537841980536,0.000946601110440153,0.0143360247120607,0.0114981880035459,"WNT5A/IL1B/IL6/RIPK2/IL6R/TNFSF4/TWIST1/IL17A/TSLP/POSTN/ALOX15B/FFAR2/ADIPOQ/TRPV4/FFAR3/MCOLN2/IL17F",17
"GO:1904888","GO:1904888","cranial skeletal system development","17/1935","73/18860",0.232876712328767,2.26979575944214,3.67537841980536,0.000946601110440153,0.0143360247120607,0.0114981880035459,"EDNRA/MMP14/PRRX1/TBX15/MSX2/MTHFD1L/SIX4/TFAP2A/SIX1/TWIST1/CEP55/PAX5/NODAL/MMP16/TGFB2/FGFR2/FOXC2",17
"GO:0007292","GO:0007292","female gamete generation","32/1935","176/18860",0.181818181818182,1.77214000469814,3.47978919096303,0.000957354203280876,0.0144608226768542,0.0115982820317354,"INHBA/EDNRA/FOSL1/TNFAIP6/LGR5/SEPTIN1/TRIP13/CDC25B/HPGD/BRCA2/DCAF13/BCL2/NOS3/MMP2/PAQR5/HSF2BP/ZP3/SKA3/HROB/MCMDC2/AURKA/AFP/GAS2/CCNB1/INHBB/PTN/EREG/TTK/DAZL/NANOS3/LEP/AMH",32
"GO:0035590","GO:0035590","purinergic nucleotide receptor signaling pathway","10/1935","32/18860",0.3125,3.04586563307494,3.91638589365555,0.000977637950615133,0.0146919080169181,0.0117836236964079,"ADCY5/P2RY8/P2RY4/P2RY12/P2RX1/P2RX6/P2RY1/P2RX2/NECAB2/CNTN2",10
"GO:1901342","GO:1901342","regulation of vasculature development","58/1935","375/18860",0.154666666666667,1.50750043066322,3.35643157351759,0.000979372911458936,0.0146919080169181,0.0117836236964079,"ADAM12/SULF1/ANGPT2/CXCL8/TNFRSF12A/IL1A/ANXA3/WNT5A/SPARC/IL1B/RUNX1/SPHK1/FUT1/APELA/JCAD/IL6/ADGRB1/ADAMTS9/ITGB8/ISM1/THBS2/TWIST1/THBS4/FGF18/GPR4/CXCL12/TSPAN18/VEGFA/KLF4/CD160/NOS3/SERPINE1/TAFA5/VASH2/ADGRB3/PRKCB/TMIGD2/CCR2/EFNA3/CCL24/COL4A2/COL4A3/FGF1/FASLG/CXCL13/ABCC8/CCR3/CNMD/CCN6/SMOC2/PF4/CEACAM1/NODAL/TGFB2/ITGA5/FOXC2/LEP/IL17F",58
"GO:0050953","GO:0050953","sensory perception of light stimulus","39/1935","228/18860",0.171052631578947,1.6672106623147,3.4271738853288,0.000981846890117156,0.0146919080169181,0.0117836236964079,"COL11A1/COL1A1/TGFBI/TACSTD2/CDH3/RGS16/GJC1/CDH23/PDE6A/USH1G/PRCD/GLRB/CNGB1/CNNM4/LAMC3/KCNK9/MYO3A/GJA3/LUM/POU6F2/RDH5/CLIC5/SOX14/SLITRK6/KRT12/COL18A1/VSX1/ZIC2/GPR143/ELFN1/RGS9/GUCA1A/RP1L1/GRK1/ADGRV1/BFSP2/CLDN19/OPN4/REEP6",39
"GO:0006721","GO:0006721","terpenoid metabolic process","22/1935","106/18860",0.207547169811321,2.02291453366486,3.57092560337024,0.000985417288363231,0.0146919080169181,0.0117836236964079,"LRP8/UGT1A1/CYP3A4/ALDH1A3/CEL/AKR1B10/HMGCS2/RETSAT/RDH5/UGT1A8/ADH6/DGAT2/ADH1B/CYP3A7/CRABP2/AKR1C4/ADH1A/UGT1A7/ADH1C/UGT1A9/RBP1/CYP2W1",22
"GO:1990266","GO:1990266","neutrophil migration","22/1935","106/18860",0.207547169811321,2.02291453366486,3.57092560337024,0.000985417288363231,0.0146919080169181,0.0117836236964079,"TREM1/CXCL8/IL1B/TNFAIP6/CXCL5/CXCL3/IL23A/THBS4/CXCL6/S100A9/S100A8/CXCR2/CXCR1/CSF3R/DPEP1/PPBP/EDN3/CXCL13/EDN2/PF4/TGFB2/MCOLN2",22
"GO:0090279","GO:0090279","regulation of calcium ion import","13/1935","49/18860",0.26530612244898,2.5858777619575,3.75835053699941,0.00102172038874971,0.0150651207013922,0.0120829583932699,"STC1/PDGFRB/TRPV3/PLPP4/HOMER1/CXCL12/PDGFB/P2RX1/MS4A1/FCRL3/GCG/SLN/CAV3",13
"GO:0002715","GO:0002715","regulation of natural killer cell mediated immunity","15/1935","61/18860",0.245901639344262,2.39674672766552,3.69445756342457,0.00102287672865581,0.0150651207013922,0.0120829583932699,"KLRB1/CD96/CD160/KIR2DL4/CRTAM/NECTIN4/KLRC1/KLRC4/RAET1G/KLRC3/CEACAM1/KLRC2/SH2D1B/RAET1E/LEP",15
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","15/1935","61/18860",0.245901639344262,2.39674672766552,3.69445756342457,0.00102287672865581,0.0150651207013922,0.0120829583932699,"IL1B/THY1/GCNT2/CD44/ITGB7/KLF4/CTNNA3/BMP7/ITGAD/CD200R1/IL1RN/ADIPOQ/GLDN/IZUMO1/ITGA5",15
"GO:0060350","GO:0060350","endochondral bone morphogenesis","15/1935","61/18860",0.245901639344262,2.39674672766552,3.69445756342457,0.00102287672865581,0.0150651207013922,0.0120829583932699,"COL1A1/STC1/MMP14/COMP/COL3A1/MMP13/SERPINH1/SOX9/FGF18/BMP6/AXIN2/GHR/COL27A1/TRPV4/MMP16",15
"GO:0061008","GO:0061008","hepaticobiliary system development","28/1935","148/18860",0.189189189189189,1.84398351840212,3.48530023208683,0.00103273443780404,0.0150651207013922,0.0120829583932699,"PDX1/ACAT1/IL6/MET/ITGA2/CEBPB/SOX9/SLC7A5/SLC22A4/E2F7/FLT3/PCK1/HMGCS2/AURKA/PCSK9/CLDN1/UGT1A10/UGT1A8/PTN/HPN/CPS1/MESP1/CEACAM1/NODAL/UGT1A7/UGT1A9/OTC/WNT1",28
"GO:0033630","GO:0033630","positive regulation of cell adhesion mediated by integrin","8/1935","22/18860",0.363636363636364,3.54428000939629,4.03733071740971,0.00103326304057616,0.0150651207013922,0.0120829583932699,"PODXL/CCL5/CD3E/P2RY12/FERMT1/CXCL13/TGFB2/FOXC2",8
"GO:0036376","GO:0036376","sodium ion export across plasma membrane","8/1935","22/18860",0.363636363636364,3.54428000939629,4.03733071740971,0.00103326304057616,0.0150651207013922,0.0120829583932699,"ATP1B2/FXYD5/SLC4A4/ATP12A/FXYD1/ATP1A2/FXYD4/FXYD3",8
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","56/1935","360/18860",0.155555555555556,1.51616422624175,3.34340327913029,0.0010345870222358,0.0150651207013922,0.0120829583932699,"PMAIP1/PTH1R/IL1B/GDF15/UGT1A1/SNAI1/EPHX2/NME1/APPL2/NTSR1/SLC7A11/SOX9/ABCB11/TWIST1/IER3/NNMT/TRIB3/BMP2/DDIT4/BMP5/AGT/PDK4/PPARGC1A/PTGS2/GPIHBP1/AQP8/ABCD2/PCK1/SLC4A4/P2RY1/FMO5/FGF19/KIT/UGT1A10/UGT1A8/BMP6/ERFE/AVPR1B/FMO2/FGF1/DGAT2/ADIPOQ/NR1H4/GCG/EDN2/GPER1/CEACAM1/GUCA1A/FMO1/BGLAP/GPLD1/ACADL/MLXIPL/UGT1A7/UGT1A9/LEP",56
"GO:0060688","GO:0060688","regulation of morphogenesis of a branching structure","14/1935","55/18860",0.254545454545455,2.4809960065774,3.71906731883968,0.00103545646204143,0.0150651207013922,0.0120829583932699,"SULF1/WNT2/WNT5A/TACSTD2/SIX4/SOX9/SIX1/VEGFA/AGT/BMP7/SHH/ESR1/FGFR2/CAV3",14
"GO:0006066","GO:0006066","alcohol metabolic process","57/1935","368/18860",0.154891304347826,1.50968992248062,3.33866996405189,0.00104043177109512,0.0150651207013922,0.0120829583932699,"PTH1R/LIPC/SULT1A1/SPHK1/EPHX2/CYP3A4/PRKG2/ACAA2/NTSR1/NAAA/SULT1A2/CYP27B1/PLCG2/ALDH1A3/SULT2B1/BMP2/BMP5/AGT/SQLE/CYP24A1/CEL/NOS3/DHCR7/AQP8/GDPD3/ABCA5/ITPKA/AKR1C2/AKR1B10/PCK1/HMGCS2/ALDH3B2/P2RY1/RETSAT/PCSK9/FMO5/RDH5/BMP6/ADH6/AVPR1B/FGF1/SULT1B1/DGAT2/PLCB1/NR1H4/HSD11B2/ADH1B/CYP3A7/GPER1/MOGAT2/AKR1C4/ACADL/ADH1A/NPC1L1/SCNN1B/ADH1C/LEP",57
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","26/1935","134/18860",0.194029850746269,1.8911643333719,3.50044422829597,0.0010452004956823,0.0150651207013922,0.0120829583932699,"COL11A1/WNT2/EDNRA/ROBO2/SOX11/MSX2/SOX4/FGFRL1/NRP2/BMP2/BMP5/NOS3/HEYL/BMP7/TNNI3/TBX20/WNT11/POU4F1/HAND1/MESP1/RYR2/MYL3/TGFB2/FGFR2/CAV3/FOXC2",26
"GO:0015838","GO:0015838","amino-acid betaine transport","6/1935","13/18860",0.461538461538462,4.49850924269529,4.26647360080782,0.0010497156214176,0.0150651207013922,0.0120829583932699,"SLC22A5/SLC6A20/SLC22A4/PDZK1/SLC6A14/SLC16A9",6
"GO:0033084","GO:0033084","regulation of immature T cell proliferation in thymus","6/1935","13/18860",0.461538461538462,4.49850924269529,4.26647360080782,0.0010497156214176,0.0150651207013922,0.0120829583932699,"IL1A/IL1B/RIPK2/FOXP3/SHH/CDKN2A",6
"GO:0086070","GO:0086070","SA node cell to atrial cardiac muscle cell communication","6/1935","13/18860",0.461538461538462,4.49850924269529,4.26647360080782,0.0010497156214176,0.0150651207013922,0.0120829583932699,"GJC1/CACNA1D/HCN1/TBX18/ANK2/RYR2",6
"GO:2000833","GO:2000833","positive regulation of steroid hormone secretion","6/1935","13/18860",0.461538461538462,4.49850924269529,4.26647360080782,0.0010497156214176,0.0150651207013922,0.0120829583932699,"SPP1/BMP6/CYP19A1/ECRG4/GAL/GALR1",6
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","32/1935","177/18860",0.180790960451977,1.76212791427612,3.44450382416996,0.00105610185962666,0.0151190701546056,0.0121262284746345,"SFRP4/IL1B/ETV4/PKP1/MSX2/APOLD1/LEF1/CEBPB/SOX9/CYP27B1/VEGFA/GRHL1/SULT2B1/BMP2/NOTCH4/SERPINE1/HES5/BMP7/MMP9/ALOX15B/SPRED3/BMP6/REG3A/ASCL1/PLCB1/ABCA12/MESP1/CEACAM1/TP73/NODAL/TMEM100/REG3G",32
"GO:0003015","GO:0003015","heart process","45/1935","275/18860",0.163636363636364,1.59492600422833,3.36034209827074,0.00109797602969518,0.0156795336250515,0.0125757473950982,"EDNRA/STC1/NOX4/CORIN/APELA/APLN/GJC1/TMIGD3/CACNA1C/NMU/ATP1B2/AGT/NOS3/CACNA1D/CTNNA3/TNNI3/JPH1/HCN1/GSTM2/KCNH2/SLC1A1/SLC8A3/THRB/KCNE4/TBX18/EDN3/FXYD1/ADRA1A/IRX3/ATP1A2/MYLK2/ANK2/DRD2/ADRB1/EDN2/ATP2B2/KCNE2/SGCG/RYR2/MYL3/RGS4/ACTC1/TGFB2/CAV3/JPH4",45
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","17/1935","74/18860",0.22972972972973,2.23912284377401,3.61117504521789,0.00111342153984325,0.0158215826217232,0.0126896775885969,"IL1B/ULBP1/IL6/RAET1L/TNFSF4/IL23A/ULBP2/AZGP1/ULBP3/FOXP3/CD55/ZP3/CD7/TBX21/SECTM1/RAET1G/RAET1E",17
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","17/1935","74/18860",0.22972972972973,2.23912284377401,3.61117504521789,0.00111342153984325,0.0158215826217232,0.0126896775885969,"SLC11A1/TTYH3/SLC7A1/NTSR1/SLC7A11/SLC17A8/SLC6A20/SLC47A1/SLC7A5/SLC38A5/SLC1A1/SLC17A7/SLC7A5P1/ATP1A2/SLC22A2/SLC1A7/SLC3A1",17
"GO:0042310","GO:0042310","vasoconstriction","19/1935","87/18860",0.218390804597701,2.12860494817191,3.56755118251393,0.0011253121139967,0.015933701444802,0.0127796023294081,"EDNRA/COMP/F2R/HTR1D/APLN/AGT/HTR7/MMP2/ADRA2A/P2RX1/OXTR/AVPR1B/EDN3/ADRA1A/ATP1A2/EDN2/SCNN1B/ADRA2C/LEP",19
"GO:0010092","GO:0010092","specification of animal organ identity","11/1935","38/18860",0.289473684210526,2.82143342853257,3.80021084394818,0.00112684908567062,0.015933701444802,0.0127796023294081,"WNT2/ROBO2/WNT5A/SIX1/BMP2/WNT11/AXIN2/FGF1/MESP1/DKK1/FGFR2",11
"GO:0051962","GO:0051962","positive regulation of nervous system development","47/1935","291/18860",0.161512027491409,1.57422058836588,3.33784735990669,0.00114527394616212,0.0161545381376544,0.0129567240813233,"WNT2/TNFRSF12A/ROBO2/SOX11/IL1B/LRP8/IL6/LRRC15/ADGRB1/THBS2/CXCL12/SLITRK3/VEGFA/SLC7A5/BMP2/SRPX2/E2F1/LRRN3/XRCC2/SERPINE2/DMRTA2/WDR62/ITPKA/TENM4/ADGRB3/SHH/KIT/BDNF/NTN1/SLITRK6/CBLN2/EPHB3/EPHB1/NEURL1/ASCL1/PTN/DRD2/GPER1/CHODL/MME/RNF112/CRABP2/TP73/CAMK2B/WNT3/FN1/CUX2",47
"GO:0051960","GO:0051960","regulation of nervous system development","69/1935","466/18860",0.148068669527897,1.44319126992048,3.27552969144047,0.00115345419112529,0.0162301439362495,0.0130173636033571,"WNT2/TNFRSF12A/ROBO2/BHLHE40/TG/WNT5A/SOX11/IL1B/LRP8/IL6/LRRC15/ADGRB1/THY1/LEF1/APPL2/SPP1/THBS2/ASCL2/CXCL12/SLITRK3/VEGFA/SLC7A5/BMP2/SRPX2/LGI4/E2F1/HEYL/HES5/LRRN3/XRCC2/SERPINE2/PTPN13/BMP7/KIF14/DMRTA2/SEMA6D/WDR62/ITPKA/TENM4/ADGRB3/FEZF1/GBX2/SHH/JAM2/KIT/POU4F1/BDNF/NTN1/SLITRK6/CBLN2/EPHB3/EPHB1/NEURL1/ASCL1/PTN/ABCC8/DRD2/GPER1/CHODL/MME/RNF112/CRABP2/TLX2/TP73/CAMK2B/WNT3/DKK1/FN1/CUX2",69
"GO:0045471","GO:0045471","response to ethanol","25/1935","128/18860",0.1953125,1.90366602067183,3.46861692528363,0.00117157958388145,0.0164449768420432,0.0131896700264959,"TNC/CSF3/GRIN2B/CRHBP/HPGD/CD27/OPRD1/S100A8/GRIN3A/GRIN2A/CDK1/HMGCS2/FGF19/CLDN1/CLDN18/ADIPOQ/IL2/DRD2/BGLAP/RGS4/CCL7/ACTC1/FGFR2/SLC10A1/LEP",25
"GO:0001655","GO:0001655","urogenital system development","16/1935","68/18860",0.235294117647059,2.29335765313877,3.61261822042455,0.00117484495564023,0.016450687882505,0.0131942505582851,"SULF1/WNT5A/TNC/SOX9/SERPINB5/MMP2/BMP7/ALOX15B/HELLS/SHH/WNT11/EPHB3/ESR1/CYP19A1/FGFR2/AMH",16
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","20/1935","94/18860",0.212765957446809,2.07378085656166,3.52881754557721,0.00119017854805495,0.0166249454952821,0.0133340136260116,"COL11A1/MDFI/MMP14/PRRX1/SOX11/TBX15/MTHFD1L/SIX4/TFAP2A/SIX1/TWIST1/HOXD3/BMP7/HOXB8/HOXD4/PAX5/NODAL/MMP16/FGFR2/FOXC2",20
"GO:0055008","GO:0055008","cardiac muscle tissue morphogenesis","15/1935","62/18860",0.241935483870968,2.3580895223806,3.62162848247031,0.00122337433088904,0.017047262165294,0.0136727321038574,"COL11A1/WNT2/EDNRA/BMP2/TNNI3/TBX20/POU4F1/HAND1/MYLK2/RYR2/MYL3/ACTC1/TGFB2/FGFR2/FOXC2",15
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","52/1935","331/18860",0.157099697885196,1.53121462641592,3.29680687242505,0.00122688719763069,0.0170549174453252,0.0136788720101972,"INHBA/IL1A/NOX4/DUSP4/F2R/IL1B/APELA/RIPK2/FPR2/PDGFRB/GCNT2/CD44/CCL5/SOX9/MYC/FGF18/ALKAL1/SLC30A10/VEGFA/IQGAP3/BMP2/KLF4/TBC1D10C/PDGFB/CXCL17/PDGFD/SPRED3/CDK1/P2RY1/PTPRR/NPY/FGF19/NPSR1/FGF1/EPHB1/ADIPOQ/TNFAIP8L3/ADRA1A/NECAB2/ALKAL2/GCG/DRD2/DUSP26/GPER1/CEACAM1/TRPV4/NODAL/TNFSF11/FAM83D/DUSP9/FN1/FGFR2",52
"GO:0071248","GO:0071248","cellular response to metal ion","33/1935","186/18860",0.17741935483871,1.72926564974577,3.3795511878682,0.00123970213368453,0.0171915319984445,0.01378844351606,"SLC11A1/WNT5A/CPNE7/ANK3/CPNE5/TFAP2A/TFR2/PLCG2/CRHBP/ECT2/CPNE8/SLC1A1/RYR1/ITPKA/CHP2/MT2A/CLDN1/SHH/DPEP1/BMP6/KCNH1/MT1E/CCNB1/INHBB/MT1M/MT1X/SLFN14/FABP4/GUCA1A/ADGRV1/MT1F/MT1H/GABRB3",33
