"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000117592",3587.80155331843,-0.99500458095673,0.150354420102538,-6.6177275019794,3.64762604746336e-11,1.46955116063713e-08
"ENSG00000139289",732.89614150024,1.9753682760537,0.298615289747188,6.61509421612696,3.71315179395283e-11,1.47362248061501e-08
"ENSG00000166819",53.071572956245,-2.84957412534313,0.431587471531706,-6.60254134632309,4.04168500293371e-11,1.5804177092354e-08
"ENSG00000159167",114.112670243745,2.40165890974329,0.364018842702489,6.597622507432,4.17803421913946e-11,1.61005695488287e-08
"ENSG00000100593",22.9830399080618,5.22928772921981,0.792938112021243,6.59482455180527,4.25759053348765e-11,1.61727617550624e-08
"ENSG00000011201",97.9938675330728,2.16669575217387,0.328987763005379,6.58594633545214,4.51997072280819e-11,1.64840658106624e-08
"ENSG00000109205",14.6604579766308,3.37117452931333,0.512045328298846,6.58374238177953,4.58751737491168e-11,1.64840658106624e-08
"ENSG00000177410",1121.69124520022,1.22019736267191,0.185315658505933,6.58442666156486,4.56644058143161e-11,1.64840658106624e-08
"ENSG00000265992",74.4974646010127,2.90047886256435,0.440255475860605,6.58817214458159,4.45274209216782e-11,1.64840658106624e-08
"ENSG00000136295",1693.68986854338,1.3461331302297,0.204593787283729,6.57954060141078,4.7190403788257e-11,1.67305711563967e-08
"ENSG00000164692",19507.4674789434,2.09684303046746,0.321024787663949,6.53171689864163,6.501997242294e-11,2.27484350884997e-08
"ENSG00000099985",51.7108496594546,2.80769080756061,0.43399261831231,6.46944369348729,9.83643747217328e-11,3.39676457642971e-08
"ENSG00000088882",215.269876539141,2.48330887718509,0.384142157204358,6.46455701518854,1.01595986766902e-10,3.46338113863066e-08
"ENSG00000115008",25.0366636268978,3.54673614741831,0.550069090319951,6.44780121230831,1.13484475588482e-10,3.81968633657943e-08
"ENSG00000160801",25.668509954164,-2.00434568207378,0.311374478059133,-6.43709045958846,1.21785360125652e-10,4.04784090717637e-08
"ENSG00000182168",180.638771511973,-1.59757491536691,0.248444950603238,-6.43029738172546,1.27354538574338e-10,4.18068787739711e-08
"ENSG00000140937",712.310587789313,1.42153378243675,0.221633273777136,6.4139005764368,1.41842732757573e-10,4.59951007807787e-08
"ENSG00000029153",189.860888014368,1.67521481487326,0.262059098097256,6.39250774743776,1.63186955973326e-10,5.08900506407653e-08
"ENSG00000149243",22.0331319952189,2.28279459953183,0.35703173486952,6.39381426518316,1.61797949280524e-10,5.08900506407653e-08
"ENSG00000157227",4275.47017431735,1.39860133462724,0.218832501995437,6.39119564906497,1.64593619973893e-10,5.08900506407653e-08
"ENSG00000166035",24.0092409525616,-2.39354131573706,0.374332222550247,-6.39416318325567,1.61428960614095e-10,5.08900506407653e-08
"ENSG00000196502",1027.83410292412,-1.53743865672397,0.240764862539161,-6.38564382073775,1.7067784621933e-10,5.21646428847354e-08
"ENSG00000105664",102.30742584005,5.44208489998512,0.852815130579301,6.38131841808249,1.75569816314158e-10,5.30500160885621e-08
"ENSG00000006118",398.251253559342,1.80514308012357,0.283167083290572,6.37483375237941,1.83161527356353e-10,5.47220787910723e-08
"ENSG00000232803",52.5071097833768,2.31315421301498,0.363266808544857,6.36764537415576,1.91952088310845e-10,5.67111780909484e-08
"ENSG00000103355",32.6118497959482,3.57471972318816,0.561740529729157,6.36364929002312,1.97015713750197e-10,5.75675585562389e-08
"ENSG00000086991",15.6158821577217,3.1714244176706,0.498733098273826,6.35896119316579,2.03122710670658e-10,5.87068790949218e-08
"ENSG00000180730",23.8515896697308,2.43860777313608,0.383871360748814,6.35266920767183,2.11610450236616e-10,5.98587433169322e-08
"ENSG00000206195",48.1019053880155,3.39315497975809,0.53410736733967,6.35294546985754,2.11230612394349e-10,5.98587433169322e-08
"ENSG00000135245",226.372725027183,1.92164100543787,0.302898099166912,6.34418311215266,2.23608739282797e-10,6.25869092371533e-08
"ENSG00000128578",53.8987192274426,2.40901421466514,0.38000451517673,6.33943576576917,2.30608133732376e-10,6.38736487077487e-08
"ENSG00000197905",181.823546095239,1.6546920831758,0.261254144394981,6.33364912548192,2.39429668705545e-10,6.563334939052e-08
"ENSG00000172689",8.81768509058681,-3.81587644738599,0.604583905791352,-6.31157463973724,2.76210529273719e-10,7.49432446264101e-08
"ENSG00000111799",2290.99882952848,2.0450137902887,0.324973372520526,6.29286570289551,3.11657962991701e-10,8.37069215752457e-08
"ENSG00000166825",7092.16131284291,-3.11763698056775,0.495654269681766,-6.28994275096111,3.17583069645861e-10,8.44453382188343e-08
"ENSG00000197992",12.1045566731137,-1.82851667238772,0.291062385456411,-6.28221564775692,3.33781405236164e-10,8.78737382696001e-08
"ENSG00000185008",70.8989710443334,2.13338297652154,0.340095641443909,6.27289125924712,3.54404433444273e-10,8.97487036693639e-08
"ENSG00000198535",76.3005070056423,2.87634625021721,0.458479484803231,6.27366402545073,3.52649044382088e-10,8.97487036693639e-08
"ENSG00000237037",80.8885771381898,-1.06550897325152,0.169766335469081,-6.27632663629934,3.4666551984122e-10,8.97487036693639e-08
"ENSG00000259237",9.11591652269561,-3.73466619442291,0.595335775177665,-6.2732097584903,3.53679910520696e-10,8.97487036693639e-08
"ENSG00000159263",76.9165193088735,3.57640609773189,0.571574939754055,6.25710794680885,3.92181970490426e-10,9.83784773145324e-08
"ENSG00000038427",1121.82381378618,1.33835998294111,0.214196323872606,6.24828642594772,4.14980162674811e-10,1.03124509584329e-07
"ENSG00000139515",122.149387427281,3.60376117099917,0.577638390165176,6.23878404267533,4.4098529472921e-10,1.08572212841201e-07
"ENSG00000134107",2180.20243863548,1.2861024413217,0.206367711793175,6.23209139717869,4.60248804815293e-10,1.12275373578336e-07
"ENSG00000145244",11.3554769877222,2.69701619530207,0.432939041399671,6.2295518246235,4.67771402058526e-10,1.1307310527942e-07
"ENSG00000259807",15.5518411734544,2.88865889678218,0.464698974553118,6.21619382646602,5.09358798694104e-10,1.22016670786272e-07
"ENSG00000279508",55.391228863521,3.30679598751059,0.532352504475576,6.21166606658146,5.24257458053716e-10,1.24464337586146e-07
"ENSG00000128567",1069.76033726147,1.09205282514859,0.175912320513308,6.20793826129979,5.36842317242671e-10,1.25456756681647e-07
"ENSG00000138772",754.70412198242,1.34305924432787,0.21635597628657,6.20763644887234,5.37874022629101e-10,1.25456756681647e-07
"ENSG00000079335",256.449737770206,-1.30688878574361,0.210606971476695,-6.20534437478594,5.45772564773126e-10,1.26192108672325e-07
"ENSG00000196754",43.1453439541248,3.21217978735311,0.518222931881224,6.19845165032052,5.70213162615092e-10,1.30706620637373e-07
"ENSG00000176641",453.51693547444,-1.73794235545258,0.280493269563091,-6.19602159495548,5.79081850432672e-10,1.31605011991494e-07
"ENSG00000042832",56.412919525509,3.11291138614228,0.502755178875149,6.19170426669105,5.95171420708049e-10,1.3411532268328e-07
"ENSG00000186007",19.03594281442,3.86673248766824,0.624678216316125,6.18995890471621,6.01799024569813e-10,1.34469210616061e-07
"ENSG00000116132",217.529751548,1.81165218916483,0.293904093760992,6.16409307533529,7.08882399942091e-10,1.57076525120502e-07
"ENSG00000029559",8.05677254975399,5.46953120023528,0.891252361016864,6.13690514546843,8.41445922733098e-10,1.83393828569451e-07
"ENSG00000120875",167.336949311575,2.02215804307351,0.329493198046751,6.1371768979176,8.40008323381145e-10,1.83393828569451e-07
"ENSG00000247381",11.1686691239462,5.22468874332649,0.852609124606718,6.12788274549194,8.90561746674883e-10,1.9252062474866e-07
"ENSG00000167291",856.116845600127,1.07429196557819,0.175460474033034,6.12270069084578,9.20024228651186e-10,1.97285840643831e-07
"ENSG00000174705",651.254184490392,1.18103173453132,0.193033508727183,6.11827315536441,9.45948179413973e-10,2.0122209672494e-07
"ENSG00000275896",11.372142153139,5.10463297497998,0.835042030765954,6.11302519742352,9.77599278326918e-10,2.06304482624704e-07
"ENSG00000186451",7.64555485429501,2.72952534227138,0.447171547882892,6.10397811576824,1.03460458242003e-09,2.15679894821585e-07
"ENSG00000278709",38.6530520961477,1.66456901925142,0.272727419161714,6.10341646017048,1.03824845946457e-09,2.15679894821585e-07
"ENSG00000164283",74.0446349814359,3.79850727419237,0.623062075582219,6.09651497508153,1.08405798659328e-09,2.23450402042754e-07
"ENSG00000131730",110.273508138756,3.57137780997028,0.586595627680695,6.08831304128695,1.14106597755804e-09,2.29855638964154e-07
"ENSG00000137868",49.5834686762639,3.67383197549085,0.603243995367201,6.09012605795529,1.12821815701538e-09,2.29855638964154e-07
"ENSG00000280219",14.8121466897501,2.64492362790321,0.434372675299123,6.089065400078,1.1357172153616e-09,2.29855638964154e-07
"ENSG00000137809",282.142490975254,1.79906308908434,0.295595547764447,6.08623202443486,1.15598883644655e-09,2.31110850835442e-07
"ENSG00000114270",516.17364364837,1.82466969153255,0.300042038603681,6.08138012934485,1.19152429342078e-09,2.36437544492974e-07
"ENSG00000281406",23.9932879591119,3.57725536263061,0.589558728864132,6.06768280663523,1.29768873438287e-09,2.55596618127707e-07
"ENSG00000225194",8.60799745280432,-2.0643018708835,0.340348153669096,-6.06526537202996,1.31735955127184e-09,2.57563165208221e-07
"ENSG00000181104",604.993993412433,1.10775802225253,0.182965731848164,6.05445626928552,1.40892741902938e-09,2.73455328992636e-07
"ENSG00000114251",266.012344918139,1.53601684553754,0.254124531409866,6.04434698616389,1.50016347301613e-09,2.89053237300717e-07
"ENSG00000229807",46.2133902838918,-5.54139429568725,0.917505529735986,-6.03963040667645,1.54467630661943e-09,2.95488798510868e-07
"ENSG00000167755",44.7401959043608,5.54142972374754,0.918263783746332,6.03468177862751,1.59276245625011e-09,3.01127345564055e-07
"ENSG00000255986",12.0037647903859,-2.99582517682209,0.496468307008962,-6.03427275120709,1.59680164439759e-09,3.01127345564055e-07
"ENSG00000128422",134.252887358776,4.65376825066882,0.773570508437131,6.01595872633637,1.78825134192736e-09,3.34856360435553e-07
"ENSG00000196411",1654.94016797113,0.994168189186718,0.165309748879999,6.01397192798594,1.81031872856786e-09,3.36618006941394e-07
"ENSG00000143195",25.2984051687151,1.74215164578084,0.28979824886783,6.01160170079356,1.83699210385919e-09,3.39205694733444e-07
"ENSG00000168542",28940.5314901458,1.97300362416323,0.328394429478786,6.00803012187113,1.87790958071601e-09,3.44369763801646e-07
"ENSG00000132003",176.022293677652,1.11174516240732,0.185192362483769,6.00319120884244,1.93476542856639e-09,3.52365840723153e-07
"ENSG00000142408",9.96841965102145,2.81855272223623,0.469962511111538,5.9973990597035,2.00502917508073e-09,3.62678406567325e-07
"ENSG00000262585",12.6573676879148,2.41550802988347,0.403120291893738,5.9920278846201,2.07240379456815e-09,3.72332546605182e-07
"ENSG00000175592",65.4728396643165,3.06786222320812,0.512186236398815,5.98973967902433,2.10177179850446e-09,3.75074578001568e-07
"ENSG00000263470",29.4112449561436,-1.24501429704703,0.208331575203839,-5.97611905842342,2.28516021306711e-09,4.05082733769696e-07
"ENSG00000137692",290.27428168215,1.07563688050985,0.180153138653006,5.97068076944047,2.36265637734183e-09,4.10608059304048e-07
"ENSG00000158555",203.477056928917,1.87272454056891,0.313546132235513,5.97272410033194,2.33324308198862e-09,4.10608059304048e-07
"ENSG00000198108",36.9643182406474,1.60683456585442,0.269114156425407,5.97082883783485,2.36051288364677e-09,4.10608059304048e-07
"ENSG00000176887",6.99076569907253,4.52797392186529,0.76045891750149,5.95426500716446,2.61243197659749e-09,4.51068612063164e-07
"ENSG00000205403",266.954176663364,1.90391581513155,0.32001425946576,5.94947180888125,2.69009168376882e-09,4.61480889492987e-07
"ENSG00000041982",2346.99217869431,2.55087463156634,0.429394188398858,5.94063613454607,2.83918170043325e-09,4.83934880862309e-07
"ENSG00000137745",5.99534140332796,4.23344132366861,0.713966104966723,5.92947101300547,3.03912154731125e-09,5.14714916834435e-07
"ENSG00000134757",50.8901506906089,3.66813318299184,0.619334736157311,5.92269893620197,3.16700328620018e-09,5.32978591013055e-07
"ENSG00000136875",607.464775646681,0.764749464019038,0.129151759448259,5.92132439609087,3.19359195898543e-09,5.34073020059261e-07
"ENSG00000075239",1978.60913826286,-1.06123673364985,0.179535741806291,-5.91100536847345,3.40025949764727e-09,5.65080625265256e-07
"ENSG00000108342",14.3583862685583,3.72082564606444,0.629854230051973,5.90743932251977,3.47466244070451e-09,5.73858846573496e-07
"ENSG00000184292",107.290076926368,2.69510832975307,0.456586918215267,5.90272787553325,3.57539758427094e-09,5.8685075164052e-07
"ENSG00000233554",21.0840984734691,-1.37605197429149,0.233268428994618,-5.89900648031218,3.65696875757639e-09,5.96557050699117e-07
"ENSG00000113140",12804.7703924182,1.91385839662431,0.324917519168551,5.8902899465741,3.85518611381875e-09,6.25057309551467e-07
"ENSG00000075391",539.563341071608,0.706435996451349,0.119998950463346,5.8870181257721,3.93225602722754e-09,6.30660643968144e-07
"ENSG00000104415",90.8222974569308,2.47708692398773,0.420785866307384,5.8868111368033,3.93718190668341e-09,6.30660643968144e-07
"ENSG00000125538",278.083730310059,2.53725947528707,0.431294567902949,5.88289225997858,4.03158381964636e-09,6.41915052481418e-07
"ENSG00000176273",288.332335251943,-1.21388909683491,0.206479456151093,-5.87898243952481,4.12796156075784e-09,6.53348201788995e-07
"ENSG00000122778",206.451330904529,1.67474496167784,0.285121478550665,5.87379446189371,4.2593141767027e-09,6.66206846814852e-07
"ENSG00000146733",227.19424637764,1.13847018097566,0.193794874719392,5.87461449960495,4.23828456907439e-09,6.66206846814852e-07
"ENSG00000092607",6.65795982597534,2.89771482119102,0.493818608428887,5.86797413408595,4.41152051475313e-09,6.81990293530732e-07
"ENSG00000095319",783.990333641897,0.762447040120354,0.129931001757047,5.86809175493024,4.40839287022984e-09,6.81990293530732e-07
"ENSG00000101115",25.0642899364675,3.04711165364318,0.519593811900677,5.86441097613698,4.5072984012621e-09,6.8878772695149e-07
"ENSG00000148734",23.8918190781464,2.47816386978303,0.422544920486368,5.8648530597186,4.49530610953512e-09,6.8878772695149e-07
"ENSG00000159216",687.740611484899,1.1255397703233,0.192080086515589,5.85974210414549,4.63586558586523e-09,7.04386662446608e-07
"ENSG00000062038",478.843841780744,3.39930934823423,0.580650461727592,5.854312658463,4.789867889892e-09,7.23651063592206e-07
"ENSG00000176170",118.742475012979,1.72848253183779,0.295705085037909,5.84529187794049,5.0568080975612e-09,7.59663996125155e-07
"ENSG00000181652",30.0524032348245,2.33855665905608,0.400172789948394,5.8438672438415,5.10026793241002e-09,7.61888338892036e-07
"ENSG00000170369",9.96667435090435,4.68132414133964,0.801844476291879,5.83819466212247,5.27694824102352e-09,7.83877395133047e-07
"ENSG00000246898",47.766777670255,1.39193061657645,0.238666035366845,5.83212694859144,5.47252564336898e-09,8.08413649206562e-07
"ENSG00000225210",18.9546402414104,3.10110991585236,0.5319732512745,5.82944707919567,5.56113290537994e-09,8.16964220740623e-07
"ENSG00000134013",767.140568710154,1.7969430814984,0.308707978696382,5.82085078943072,5.85488215615374e-09,8.55391849077627e-07
"ENSG00000140511",133.614919898606,1.44132637328005,0.247724178495548,5.81827087704299,5.9459491009948e-09,8.63949653527058e-07
"ENSG00000149380",39.5271499701433,2.52679921792804,0.434498350736506,5.81544029717242,6.04744948456611e-09,8.73922183666375e-07
"ENSG00000230838",7.87350440491441,4.28067061352688,0.736371685908854,5.81319284193218,6.12923837127287e-09,8.80953774552139e-07
"ENSG00000082512",488.097897798124,0.915609712523719,0.157572565784697,5.8107177982669,6.22055460405216e-09,8.89271757643801e-07
"ENSG00000124225",1524.92683041201,1.72800770673771,0.297550943034937,5.8074348180937,6.34372355671488e-09,9.02029996647319e-07
"ENSG00000177675",845.607211175849,-2.01405482372451,0.347436327034086,-5.79690339498356,6.7550576357654e-09,9.55409481569159e-07
"ENSG00000088992",166.625870494435,2.46984602992261,0.426447016074887,5.79168322633754,6.96844810857715e-09,9.80375847656436e-07
"ENSG00000158042",635.447992255304,0.846503446178788,0.146347851219223,5.78418773577181,7.28635342109993e-09,1.01436721186936e-06
"ENSG00000196305",1701.1037089625,1.01809362121586,0.176010006287515,5.78429398810878,7.28174993046807e-09,1.01436721186936e-06
"ENSG00000070759",230.010877571524,-1.09439124896196,0.189300028612134,-5.78125242233487,7.41465384996901e-09,1.0268523222431e-06
"ENSG00000132031",15.4326603569976,2.36638349055077,0.409612968480154,5.77712053241651,7.59898507417523e-09,1.04692752913119e-06
"ENSG00000166670",33.8476990003517,3.99306739926033,0.691646828727171,5.77327507827763,7.77453636935442e-09,1.06559238175842e-06
"ENSG00000184916",349.27377385347,1.35780424829397,0.235657225725077,5.76177642809909,8.32332053370096e-09,1.13495945123645e-06
"ENSG00000271425",225.149729761091,-0.87001864569575,0.151180943761212,-5.75481687076865,8.67357680898633e-09,1.17668575179054e-06
"ENSG00000154263",77.7813489301206,-1.65476610186473,0.288383320545982,-5.73807839764046,9.5756790980482e-09,1.29247364069595e-06
"ENSG00000084774",909.013658132149,0.895644617776123,0.156648113860382,5.71755762456482,1.08066033846561e-08,1.45125042423236e-06
"ENSG00000068654",997.363781175483,0.783562641719891,0.137077159570602,5.7162159193729,1.08922321281492e-08,1.45539925772607e-06
"ENSG00000163815",433.911667366106,-2.12541879700981,0.372107178491456,-5.71184572581046,1.1175738004653e-08,1.46385651991982e-06
"ENSG00000165702",14.1165585847671,-1.94095871366943,0.339673707463076,-5.71418591143215,1.10230438267841e-08,1.46385651991982e-06
"ENSG00000171617",1507.45784615876,1.19553883340502,0.209298380342517,5.71212654129727,1.11573071832895e-08,1.46385651991982e-06
"ENSG00000175065",11.0101008530702,1.83162288763767,0.320658586679807,5.71206561658875,1.11613033565485e-08,1.46385651991982e-06
"ENSG00000073417",1219.04501269099,-0.953480530398556,0.167086486687928,-5.70650894215879,1.15316851393049e-08,1.50307601889273e-06
"ENSG00000080293",11.3616085711974,-1.73588530681207,0.304362554971098,-5.70334713801081,1.1747739155389e-08,1.50904533401833e-06
"ENSG00000157823",639.092937944873,-0.953399287318837,0.167160067566946,-5.70351101908361,1.17364447374891e-08,1.50904533401833e-06
"ENSG00000164294",216.613712346469,1.38019698084904,0.241949679353536,5.70447947910815,1.16699151520057e-08,1.50904533401833e-06
"ENSG00000083535",318.322485967443,0.731356575209683,0.128387841904744,5.69646287654171,1.22318510071358e-08,1.55123022853132e-06
"ENSG00000119203",480.688802003094,0.685358169623037,0.120318618322843,5.696193815857,1.22511601350725e-08,1.55123022853132e-06
"ENSG00000175832",546.875761756663,3.05118822614942,0.535556336510024,5.69723111863939,1.21768807622549e-08,1.55123022853132e-06
"ENSG00000068650",872.894328908615,1.57137185584483,0.27617566633256,5.68975491835201,1.27221834067347e-08,1.60323628808093e-06
"ENSG00000268756",40.5344261128364,2.66383988640443,0.468323176671102,5.68803770366295,1.28507454134629e-08,1.61179868181122e-06
"ENSG00000163249",536.404938603352,-0.829286790789915,0.145864271943073,-5.68533184818255,1.30558890286022e-08,1.62984079469734e-06
"ENSG00000179546",40.7844187888536,3.38389910309529,0.595627972200159,5.68122932607695,1.337300236887e-08,1.66162678966474e-06
"ENSG00000060971",1520.31775822355,-0.743268102087639,0.130897114892121,-5.67826191356628,1.36070257816396e-08,1.68132684885597e-06
"ENSG00000244306",19.5465117997233,3.73268357228894,0.657437849373561,5.6776219620541,1.36580142667502e-08,1.68132684885597e-06
"ENSG00000165724",262.978363932637,0.92345402269799,0.162705783929582,5.67560660964368,1.38198042293661e-08,1.69340366110067e-06
"ENSG00000100197",95.9324520828145,-0.909353657317467,0.160293430907906,-5.67305629536324,1.40272107678918e-08,1.71093364366166e-06
