,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,GO_Biological_Process_2021,visual perception (GO:0007601),15/93,1.3914673760521158e-10,3.228204312440909e-07,0,0,10.714442252903792,243.1695392216485,SLC24A1;RAX;SLC4A10;PAX6;CABP1;TRPM1;RS1;SIX6;GNAT2;GRM6;RBP3;SIX3;REEP6;GPR179;IMPG2
1,GO_Biological_Process_2021,sensory perception of light stimulus (GO:0050953),13/95,1.8829316363506645e-08,2.1842006981667708e-05,0,0,8.781040558280937,156.19583932511412,SLC24A1;RAX;SLC4A10;PAX6;CABP1;TRPM1;RS1;SIX6;GNAT2;RBP3;SIX3;GPR179;IMPG2
2,GO_Biological_Process_2021,synapse organization (GO:0050808),14/126,7.970545772115124e-08,6.163888730435695e-05,0,0,6.932528409090909,113.31167614602109,APP;GPM6A;PTPRS;NRXN1;NRXN2;ANK3;SLC6A1;PTPRD;CDH2;SPOCK2;DNER;NRCAM;MAPT;PAK3
3,GO_Biological_Process_2021,nervous system development (GO:0007399),26/447,2.40540065985056e-07,0.00012513037653913133,0,0,3.489856084951795,53.18672997203226,ROBO2;GPM6A;NRSN1;MYT1L;NRXN1;STMN3;NRXN2;NHLH2;CDH2;SPOCK2;DNER;DPF3;NRCAM;PCDHA2;MARCKSL1;JAG1;TMOD2;LSAMP;PAX6;NAV1;PROX1;VEGFA;MARCKS;ZEB2;TAGLN3;HAP1
4,GO_Biological_Process_2021,neuron migration (GO:0001764),9/50,2.696775356446796e-07,0.00012513037653913133,0,0,12.047345767575322,182.2286207719056,GPM6A;TUBB2A;AUTS2;DNER;NRCAM;NAV1;NDNF;VEGFA;CDK5R1
5,GO_Biological_Process_2021,synapse assembly (GO:0007416),10/69,4.853585761432276e-07,0.00018767198277538135,0,0,9.319653399352504,135.49264289496404,GABRB3;GPM6A;GABRA1;CDH2;NRXN1;SPOCK2;DNER;NRXN2;NRCAM;GABRG2
6,GO_Biological_Process_2021,generation of neurons (GO:0048699),16/202,1.0402650440516388e-06,0.0003447735574571146,0,0,4.779846390168971,65.84733129574708,GPM6A;TGFB2;AUTS2;MYT1L;NAV1;NDNF;PTPRD;TUBB2A;NEUROD4;DNER;SIX3;NRCAM;MAPT;LHX4;ITM2C;CDK5R1
7,GO_Biological_Process_2021,regulation of neuron differentiation (GO:0045664),10/79,1.7486239670197434e-06,0.0005071009504357256,0,0,7.964907995440482,105.5882475475411,IMPACT;PCP4;CASZ1;ZFHX3;SIX3;NRCAM;TCF4;YWHAG;YWHAH;CDK5R1
8,GO_Biological_Process_2021,regulation of neuron projection development (GO:0010975),14/165,2.192656852791338e-06,0.0005113943330925099,0,0,5.1317354003612285,66.8685473828627,NDRG4;PLK5;PTPRS;STMN2;NDNF;CAMSAP2;CCDC88A;RIT2;CDH2;CHN1;APOE;PAK3;ITM2C;CDK5R1
9,GO_Biological_Process_2021,neuron development (GO:0048666),13/143,2.345095326389928e-06,0.0005113943330925099,0,0,5.525212464589235,71.62434861320914,EPHA5;APP;GPM6A;CNTNAP2;TGFB2;MYT1L;STMN2;DTNBP1;STMN3;STMN1;APOE;MAPT;CDK5R1
10,GO_Biological_Process_2021,central nervous system development (GO:0007417),18/268,2.424714510352418e-06,0.0005113943330925099,0,0,4.0104827586206895,51.85472701131556,ROBO2;CNTNAP2;NDRG4;ZFHX3;MARCKSL1;PAX6;PROX1;NHLH2;MARCKS;CDH2;DNER;SIX3;NNAT;NRCAM;TAGLN3;HAP1;SOX4;CDK5R1
11,GO_Biological_Process_2021,plasma membrane bounded cell projection organization (GO:0120036),12/128,4.163474775196305e-06,0.0008049384565379522,0,0,5.703682057276446,70.66383273287542,APP;GPM6A;CNTNAP2;FAM161A;STMN1;TPM1;STMN2;DTNBP1;STMN3;APOE;MAPT;CDK5R1
12,GO_Biological_Process_2021,axonogenesis (GO:0007409),16/240,9.657254261252971e-06,0.0017084751710399,0,0,3.9612244897959186,45.74343286963037,EPHA5;ROBO2;APP;AUTS2;NRXN1;LRTM1;NRXN3;ANK3;ISL1;DAB1;KIF5C;BSG;NRCAM;SLIT2;PAK3;CDK5R1
13,GO_Biological_Process_2021,negative regulation of amyloid-beta formation (GO:1902430),5/17,1.0309763963171918e-05,0.0017084751710399,0,0,22.647737765466296,260.0508179167466,RTN1;IGF1;APOE;HAP1;CLU
14,GO_Biological_Process_2021,negative regulation of amyloid precursor protein catabolic process (GO:1902992),5/19,1.8797722129167816e-05,0.0029073810226446,0,0,19.410368025326473,211.2192547782739,RTN1;IGF1;APOE;HAP1;CLU
15,GO_Biological_Process_2021,regulation of smooth muscle cell migration (GO:0014910),5/20,2.4688731675777117e-05,0.0035798660929876,0,0,18.115420129270543,192.1894563030465,VTN;NDRG4;IGF1;SLIT2;TRIB1
16,GO_Biological_Process_2021,regulation of cell differentiation (GO:0045595),12/156,3.121235337002366e-05,0.0040517535480803,0,0,4.58804143126177,47.59953783833231,TFAP2B;CASZ1;ZFHX3;NEUROD4;PRKCB;SPOCK2;PLEKHB1;GNB3;ISL1;YWHAG;YWHAH;CDK5R1
17,GO_Biological_Process_2021,central nervous system neuron differentiation (GO:0021953),6/34,3.143601890751986e-05,0.0040517535480803,0,0,11.670238095238096,120.99184959401,CEND1;FAIM2;PROX1;MAPT;ISL1;SOX4
18,GO_Biological_Process_2021,glomerular visceral epithelial cell differentiation (GO:0072112),4/12,4.861748253653658e-05,0.0057319368246071,0,0,27.107734806629836,269.221210137366,JAG1;BASP1;PODXL;PROM1
19,GO_Biological_Process_2021,regulation of microtubule cytoskeleton organization (GO:0070507),6/37,5.1883910912392e-05,0.0057319368246071,0,0,10.539247311827957,103.9855027576636,CYLD;STMN1;STMN2;STMN3;MAP6;MAPT
20,GO_Biological_Process_2021,glutamate receptor signaling pathway (GO:0007215),6/37,5.1883910912392e-05,0.0057319368246071,0,0,10.539247311827957,103.9855027576636,TRPM1;APP;GRIA2;GRM6;GRIA4;CDK5R1
21,GO_Biological_Process_2021,positive regulation of cell projection organization (GO:0031346),10/117,5.8570791492674966e-05,0.0061765561937729,0,0,5.126273233224824,49.95693943189752,PTPRD;ROBO2;NDRG4;PLK5;RIT2;STMN2;MAP6;NDNF;APOE;SLIT2
22,GO_Biological_Process_2021,cardiac right ventricle morphogenesis (GO:0003215),4/13,6.921311163944334e-05,0.0069814964784134,0,0,24.094536525475753,230.78518684478985,TGFB2;JAG1;ISL1;SOX4
23,GO_Biological_Process_2021,neuron projection development (GO:0031175),12/171,7.647146976719306e-05,0.0073922420774953,0,0,4.152009380663042,39.35520634943405,APP;GPM6A;CNTNAP2;STMN1;STMN2;DTNBP1;STMN3;APOE;MAPT;PAK3;CAMSAP2;CDK5R1
24,GO_Biological_Process_2021,negative regulation of smooth muscle cell migration (GO:0014912),4/14,9.55025691855916e-05,0.0084244799671603,0,0,21.683977900552485,200.7146494827651,NDRG4;TPM1;SLIT2;TRIB1
25,GO_Biological_Process_2021,positive regulation of sodium ion transmembrane transporter activity (GO:2000651),4/14,9.55025691855916e-05,0.0084244799671603,0,0,21.683977900552485,200.7146494827651,DMD;ANK3;ATP1B1;DRD4
26,GO_Biological_Process_2021,axon development (GO:0061564),8/79,9.804351685919376e-05,0.0084244799671603,0,0,6.157211424974427,56.83167180623629,APP;NRCAM;ANK3;MAPT;PAK3;ISL1;CAMSAP2;CDK5R1
27,GO_Biological_Process_2021,imitative learning (GO:0098596),3/6,0.00011668606866564278,0.0093348854932514,0,0,54.07988980716254,489.74874773221177,CNTNAP2;NRXN1;NRXN2
28,GO_Biological_Process_2021,vocal learning (GO:0042297),3/6,0.00011668606866564278,0.0093348854932514,0,0,54.07988980716254,489.74874773221177,CNTNAP2;NRXN1;NRXN2
31,GO_Biological_Process_2021,cardiac ventricle morphogenesis (GO:0003208),6/44,0.000141450059430305,0.0102551293086971,0,0,8.594736842105263,76.17999868856869,TGFB2;JAG1;TPM1;PROX1;ISL1;SOX4
30,GO_Biological_Process_2021,ventricular septum morphogenesis (GO:0060412),5/28,0.00013875725766405734,0.0102551293086971,0,0,11.80958689630254,104.9020154246326,ROBO2;TGFB2;SLIT2;PROX1;SOX4
29,GO_Biological_Process_2021,regulation of microtubule polymerization or depolymerization (GO:0031110),5/28,0.00013875725766405734,0.0102551293086971,0,0,11.80958689630254,104.9020154246326,STMN1;STMN2;STMN3;MAPT;CAMSAP2
32,GO_Biological_Process_2021,neuron cell-cell adhesion (GO:0007158),4/16,0.00016867882340828135,0.0118586324335519,0,0,18.06813996316759,156.96722077027485,NRXN1;NRXN3;NRXN2;CDK5R1
33,GO_Biological_Process_2021,chemical synaptic transmission (GO:0007268),16/306,0.00017734041469560192,0.0121008753556998,0,0,3.0493004926108376,26.338148295360128,GABRB3;GABRA1;GRIA2;SLC32A1;NRXN1;NRXN2;LIN7A;NSG1;SLC6A1;GABRG2;RIT2;DLGAP1;APOE;HAP1;DRD4;GRIA4
34,GO_Biological_Process_2021,regulation of long-term synaptic potentiation (GO:1900271),5/30,0.00019524735026499364,0.0129421100747081,0,0,10.86371191135734,92.78960701406324,APP;SCGN;ADCY1;APOE;NSG1
35,GO_Biological_Process_2021,pulmonary valve morphogenesis (GO:0003184),4/17,0.00021740811589528611,0.0132733376020279,0,0,16.677433064173396,140.6530384745756,ROBO2;TGFB2;JAG1;SLIT2
36,GO_Biological_Process_2021,aorta morphogenesis (GO:0035909),4/17,0.00021740811589528611,0.0132733376020279,0,0,16.677433064173396,140.6530384745756,TFAP2B;JAG1;PROX1;MYLK
37,GO_Biological_Process_2021,detection of visible light (GO:0009584),4/17,0.00021740811589528611,0.0132733376020279,0,0,16.677433064173396,140.6530384745756,GNAT2;GRM6;ABCA4;REEP6
38,GO_Biological_Process_2021,regulation of developmental growth (GO:0048638),5/31,0.0002293287084777044,0.0136421180427762,0,0,10.445344129554655,87.53568328985418,APP;OLFM1;NRCAM;APOE;IGF1
39,GO_Biological_Process_2021,negative regulation of cell projection organization (GO:0031345),6/49,0.0002594918678460262,0.0145267636112692,0,0,7.593410852713179,62.6971622978286,PTPRS;STMN2;SPRY2;APOE;YWHAH;ITM2C
40,GO_Biological_Process_2021,neuron projection morphogenesis (GO:0048812),10/140,0.0002601142974666412,0.0145267636112692,0,0,4.2143474503025065,34.78686499715643,APP;GPM6A;CNTNAP2;IMPACT;DTNBP1;MAP6;NRCAM;ANK3;PAK3;ISL1
41,GO_Biological_Process_2021,positive regulation of supramolecular fiber organization (GO:1902905),8/91,0.0002641567228502521,0.0145267636112692,0,0,5.263781382513294,43.36812628423206,APP;PRKCE;STMN2;PROX1;MAPT;APOE;CLU;CDK5R1
42,GO_Biological_Process_2021,pulmonary valve development (GO:0003177),4/18,0.0002755075857309693,0.0145267636112692,0,0,15.485398579321233,126.93219230979147,ROBO2;TGFB2;JAG1;SLIT2
43,GO_Biological_Process_2021,positive regulation of CREB transcription factor activity (GO:0032793),4/18,0.0002755075857309693,0.0145267636112692,0,0,15.485398579321233,126.93219230979147,EPHA5;ADCY1;CD200;VEGFA
44,GO_Biological_Process_2021,regulation of extent of cell growth (GO:0061387),3/8,0.000317914911709457,0.0163456010837162,0,0,32.444628099173556,261.30017032665984,OLFM1;NRCAM;APOE
45,GO_Biological_Process_2021,regulation of axonogenesis (GO:0050770),6/51,0.00032409381459092484,0.0163456010837162,0,0,7.255185185185185,58.29162236723422,ROBO2;CDH2;CHN1;MAP6;SLIT2;PAK3
46,GO_Biological_Process_2021,negative regulation of epithelial cell proliferation (GO:0050680),7/72,0.0003443241567982312,0.0169964264632318,0,0,5.870280694236126,46.80918988982295,CDKN1C;TGFB2;SPARC;FBXW7;MAGED1;APOE;SCG2
47,GO_Biological_Process_2021,regulation of amyloid-beta formation (GO:1902003),5/34,0.0003590486161212647,0.0172564564922755,0,0,9.363358486961506,74.27065350778041,RTN1;APOE;IGF1;HAP1;CLU
48,GO_Biological_Process_2021,neuron differentiation (GO:0030182),11/174,0.0003743281772323038,0.0172564564922755,0,0,3.701391169100493,29.2053742140919,EPHA5;PTPRD;TGFB2;NEUROD4;MYT1L;PAX6;LHX4;SOX4;ITM2C;VEGFA;CDK5R1
49,GO_Biological_Process_2021,positive regulation of synaptic transmission (GO:0050806),7/73,0.0003749511445499998,0.0172564564922755,0,0,5.781041613910695,45.604988664413085,APP;SLC24A1;NRXN1;DTNBP1;HAP1;ADCY1;CACNG4
50,GO_Biological_Process_2021,axon guidance (GO:0007411),12/203,0.0003793445177181254,0.0172564564922755,0,0,3.450705475197444,27.18143390532893,EPHA5;ROBO2;DAB1;KIF5C;NRXN1;BSG;CHN1;LRTM1;NRXN3;SLIT2;VEGFA;CDK5R1
51,GO_Biological_Process_2021,brain development (GO:0007420),10/150,0.0004516217140921446,0.0201492764748802,0,0,3.9113162118780096,30.1275610090968,ROBO2;CNTNAP2;NDRG4;ZFHX3;CDH2;SIX3;NNAT;PROX1;HAP1;CDK5R1
52,GO_Biological_Process_2021,cell morphogenesis involved in neuron differentiation (GO:0048667),7/76,0.0004801137648657185,0.0206271098979345,0,0,5.528844212990998,42.24859378825403,APP;CDHR1;MAP6;NRCAM;ANK3;PAK3;ISL1
53,GO_Biological_Process_2021,chloride transport (GO:0006821),7/76,0.0004801137648657185,0.0206271098979345,0,0,5.528844212990998,42.24859378825403,GABRB3;GABRA1;TTYH1;SLC4A10;SLC6A1;ANO2;GABRG2
54,GO_Biological_Process_2021,regulation of axon extension (GO:0030516),5/38,0.0006100490546560571,0.0252734608357509,0,0,8.226727104843448,60.89399698975392,OLFM1;PTPRS;NRCAM;APOE;MAPT
55,GO_Biological_Process_2021,ventricular septum development (GO:0003281),5/38,0.0006100490546560571,0.0252734608357509,0,0,8.226727104843448,60.89399698975392,ROBO2;TGFB2;SLIT2;PROX1;SOX4
56,GO_Biological_Process_2021,response to histamine (GO:0034776),3/10,0.000662915521353268,0.0265166208541307,0,0,23.17237308146399,169.59542384461926,GABRB3;DRD4;GABRG2
57,GO_Biological_Process_2021,ionotropic glutamate receptor signaling pathway (GO:0035235),3/10,0.000662915521353268,0.0265166208541307,0,0,23.17237308146399,169.59542384461926,APP;GRIA2;CDK5R1
58,GO_Biological_Process_2021,regulation of microtubule polymerization (GO:0031113),5/40,0.0007761775013682454,0.0305208780199038,0,0,7.75583696082311,55.5405515005439,STMN1;STMN2;MAPT;CAMSAP2;CDK5R1
59,GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),16/351,0.0008003424880493568,0.0309465762045751,0,0,2.63355223880597,18.778467370281916,APP;TGFB2;MARCKSL1;TPM3;COL23A1;TMOD2;TPM1;STMN2;STMN3;MYO5A;CAMSAP2;CCDC88A;MARCKS;STMN1;MYO6;MAPT
64,GO_Biological_Process_2021,inhibitory synapse assembly (GO:1904862),3/11,0.0008991781187740562,0.032093742085474,0,0,20.274793388429753,142.20799717349615,GABRB3;GABRA1;GABRG2
62,GO_Biological_Process_2021,detection of light stimulus involved in sensory perception (GO:0050962),3/11,0.0008991781187740562,0.032093742085474,0,0,20.274793388429753,142.20799717349615,GNAT2;GRM6;REEP6
63,GO_Biological_Process_2021,detection of light stimulus involved in visual perception (GO:0050908),3/11,0.0008991781187740562,0.032093742085474,0,0,20.274793388429753,142.20799717349615,GNAT2;GRM6;REEP6
60,GO_Biological_Process_2021,positive regulation of neuron apoptotic process (GO:0043525),4/24,0.0008772862992755265,0.032093742085474,0,0,10.83646408839779,76.27437233780306,TFAP2B;TGFB2;FBXW7;CDK5R1
61,GO_Biological_Process_2021,atrial septum morphogenesis (GO:0060413),3/11,0.0008991781187740562,0.032093742085474,0,0,20.274793388429753,142.20799717349615,TGFB2;ISL1;SOX4
65,GO_Biological_Process_2021,regulation of rhodopsin mediated signaling pathway (GO:0022400),4/25,0.001029442367127,0.0361864589656786,0,0,10.31991581162852,70.98799719972837,GRK1;GUCA1B;CNGA1;GUCA1A
66,GO_Biological_Process_2021,signal release from synapse (GO:0099643),5/43,0.0010857374646694,0.0370428076181341,0,0,7.142440589007144,48.75069847011449,SLC32A1;NRXN1;NRXN2;LIN7A;CPLX3
67,GO_Biological_Process_2021,positive regulation of neuron differentiation (GO:0045666),5/43,0.0010857374646694,0.0370428076181341,0,0,7.142440589007144,48.75069847011449,IMPACT;PCP4;NRCAM;TCF4;PROX1
68,GO_Biological_Process_2021,cell differentiation in hindbrain (GO:0021533),3/12,0.0011826999869568,0.0377376225626144,0,0,18.021120293847567,121.4615457723229,CEND1;FAIM2;PROX1
69,GO_Biological_Process_2021,positive regulation of sodium ion transmembrane transport (GO:1902307),3/12,0.0011826999869568,0.0377376225626144,0,0,18.021120293847567,121.4615457723229,DMD;ANK3;ATP1B1
70,GO_Biological_Process_2021,negative regulation of cell motility (GO:2000146),8/114,0.0011904169914339,0.0377376225626144,0,0,4.116791398756193,27.72021571426541,JAG1;DUSP3;LIMCH1;TPM1;SPOCK3;ADARB1;SRGAP3;SLIT2
71,GO_Biological_Process_2021,negative regulation of cell development (GO:0010721),4/26,0.0011992136429517,0.0377376225626144,0,0,9.850326469111,66.25417482048981,FBXW7;PAX6;IGF1;APPL2
72,GO_Biological_Process_2021,inorganic anion transmembrane transport (GO:0098661),6/65,0.00119978265884,0.0377376225626144,0,0,5.529661016949152,37.19037028548264,GABRB3;GABRA1;SLC26A2;SLC6A1;ANO2;GABRG2
73,GO_Biological_Process_2021,neurotransmitter secretion (GO:0007269),5/44,0.0012068004742763,0.0377376225626144,0,0,6.958945947865615,46.762604296173144,SLC32A1;NRXN1;NRXN2;LIN7A;CPLX3
74,GO_Biological_Process_2021,regulation of cation channel activity (GO:2001257),7/89,0.001236232463258,0.0377376225626144,0,0,4.649228887832054,31.12978077599905,APP;GRIA2;KCNE2;DMD;ANK3;CACNG4;GRIA4
75,GO_Biological_Process_2021,regulation of endothelial cell migration (GO:0010594),7/89,0.001236232463258,0.0377376225626144,0,0,4.649228887832054,31.12978077599905,SCARB1;SPARC;PROX1;APOE;SLIT2;GLUL;VEGFA
76,GO_Biological_Process_2021,action potential (GO:0001508),5/45,0.0013375608517959,0.0403005347554099,0,0,6.784626038781163,44.893243487624275,KCNE2;DMD;ANK3;SLC4A3;YWHAH
77,GO_Biological_Process_2021,negative regulation of cell migration (GO:0030336),9/144,0.0013601383753576,0.0404553978311514,0,0,3.641269841269841,24.032995736455653,NDRG4;JAG1;DUSP3;LIMCH1;TPM1;ADARB1;SRGAP3;SLIT2;TRIB1
78,GO_Biological_Process_2021,microtubule polymerization or depolymerization (GO:0031109),4/27,0.0013876509571889,0.0407512686161826,0,0,9.42157098246457,61.99528359825242,STMN1;STMN2;STMN3;MAPT
79,GO_Biological_Process_2021,relaxation of cardiac muscle (GO:0055119),3/13,0.0015167478695782,0.04398568821777,0,0,16.21818181818182,105.27524766908168,CHGA;RGS2;ATP1B1
80,GO_Biological_Process_2021,positive regulation of neuron death (GO:1901216),5/47,0.0016300321585151,0.0466873408364826,0,0,6.460889064767181,41.47345180246313,TFAP2B;TGFB2;MAPT;CLU;CDK5R1
81,GO_Biological_Process_2021,kidney development (GO:0001822),6/70,0.0017646784971589,0.0499274891879118,0,0,5.096354166666667,32.30979866894832,ROBO2;TFAP2B;TGFB2;PROX1;SOX4;VEGFA
82,GO_Biological_Process_2021,anterograde trans-synaptic signaling (GO:0098916),12/244,0.0018789374924923,0.0519778859940263,0,0,2.8348918760958504,17.794754721191346,GABRB3;GABRA1;GRIA2;RIT2;NRXN1;NRXN2;DLGAP1;HAP1;SLC6A1;GABRG2;DRD4;GRIA4
83,GO_Biological_Process_2021,aorta development (GO:0035904),3/14,0.0019043622023673,0.0519778859940263,0,0,14.74305033809166,92.34468993462498,ROBO2;TFAP2B;JAG1
84,GO_Biological_Process_2021,neuron fate commitment (GO:0048663),3/14,0.0019043622023673,0.0519778859940263,0,0,14.74305033809166,92.34468993462498,MYT1L;PAX6;ISL1
85,GO_Biological_Process_2021,negative regulation of protein phosphorylation (GO:0001933),9/152,0.0019759405104296,0.0533044416767072,0,0,3.436152083210907,21.395925239441343,IMPACT;DTNBP1;SPRY2;DMD;SLIT2;TRIB1;PPEF2;SAMSN1;YWHAG
86,GO_Biological_Process_2021,regulation of MAP kinase activity (GO:0043405),7/97,0.002035983419435,0.0534989407010288,0,0,4.234230888269885,26.238581718877565,RGS2;UCHL1;SPRY2;APOE;TRIB1;PPEF2;VEGFA
87,GO_Biological_Process_2021,negative regulation of supramolecular fiber organization (GO:1902904),6/72,0.0020397102714662,0.0534989407010288,0,0,4.941414141414142,30.61180120654197,STMN1;STMN2;APOE;SLIT2;CLU;CAMSAP2
88,GO_Biological_Process_2021,artery morphogenesis (GO:0048844),4/30,0.0020753899409881,0.0534989407010288,0,0,8.333191670208246,51.47917669088952,TFAP2B;TGFB2;JAG1;VEGFA
89,GO_Biological_Process_2021,cardiac muscle cell action potential (GO:0086001),4/30,0.0020753899409881,0.0534989407010288,0,0,8.333191670208246,51.47917669088952,KCNE2;DMD;SLC4A3;ATP1B1
90,GO_Biological_Process_2021,chloride transmembrane transport (GO:1902476),5/50,0.0021531910433924,0.0544420735545912,0,0,6.029239766081871,37.02438166794541,GABRB3;GABRA1;SLC6A1;ANO2;GABRG2
91,GO_Biological_Process_2021,regulation of neuron apoptotic process (GO:0043523),7/98,0.0021589098133717,0.0544420735545912,0,0,4.187486608099421,25.703428882785555,TFAP2B;TGFB2;FAIM2;NDNF;APOE;ISL1;CDK5R1
92,GO_Biological_Process_2021,regulation of amyloid fibril formation (GO:1905906),3/15,0.0023483659034539,0.0579596691065238,0,0,13.513774104683195,81.81286888406383,APP;APOE;CLU
93,GO_Biological_Process_2021,"phototransduction, visible light (GO:0007603)",3/15,0.0023483659034539,0.0579596691065238,0,0,13.513774104683195,81.81286888406383,GRK1;ABCA4;CNGA1
94,GO_Biological_Process_2021,cellular response to growth factor stimulus (GO:0071363),9/158,0.0025697858313019,0.062756875038111,0,0,3.2967683717782417,19.661704755032,PLK5;DUSP3;STMN2;SPRY2;NDNF;MAPT;NR3C1;APPL2;VEGFA
95,GO_Biological_Process_2021,cell junction assembly (GO:0034329),7/102,0.0027088888885771,0.0654648148072803,0,0,4.010350388506084,23.706050319245097,GPM6A;CDH2;NRXN1;SPOCK2;DNER;NRXN2;NRCAM
109,GO_Biological_Process_2021,protein localization to axon (GO:0099612),2/5,0.0032199265339722,0.0679111778074148,0,0,35.95421245421245,206.31953536475484,CNTNAP2;ANK3
107,GO_Biological_Process_2021,positive regulation of cardiac muscle contraction (GO:0060452),2/5,0.0032199265339722,0.0679111778074148,0,0,35.95421245421245,206.31953536475484,CHGA;RGS2
106,GO_Biological_Process_2021,striated muscle cell proliferation (GO:0014855),2/5,0.0032199265339722,0.0679111778074148,0,0,35.95421245421245,206.31953536475484,NDRG4;TGFB2
105,GO_Biological_Process_2021,regulation of retinal ganglion cell axon guidance (GO:0090259),2/5,0.0032199265339722,0.0679111778074148,0,0,35.95421245421245,206.31953536475484,SLIT2;VEGFA
104,GO_Biological_Process_2021,cerebellar Purkinje cell differentiation (GO:0021702),2/5,0.0032199265339722,0.0679111778074148,0,0,35.95421245421245,206.31953536475484,CEND1;FAIM2
103,GO_Biological_Process_2021,regulation of heart growth (GO:0060420),2/5,0.0032199265339722,0.0679111778074148,0,0,35.95421245421245,206.31953536475484,BASP1;PROX1
108,GO_Biological_Process_2021,postsynaptic density protein 95 clustering (GO:0097119),2/5,0.0032199265339722,0.0679111778074148,0,0,35.95421245421245,206.31953536475484,NRXN1;NRXN2
101,GO_Biological_Process_2021,cardiac muscle cell proliferation (GO:0060038),2/5,0.0032199265339722,0.0679111778074148,0,0,35.95421245421245,206.31953536475484,NDRG4;TGFB2
100,GO_Biological_Process_2021,axon choice point recognition (GO:0016198),2/5,0.0032199265339722,0.0679111778074148,0,0,35.95421245421245,206.31953536475484,ROBO2;APP
99,GO_Biological_Process_2021,negative regulation of macromolecule metabolic process (GO:0010605),10/194,0.0031403600029133,0.0679111778074148,0,0,2.9692843185149,17.11322619858733,APP;OLFM1;TGFB2;SLC24A3;FBXW7;TET1;APOE;IGF1;MAPT;VEGFA
98,GO_Biological_Process_2021,regulation of insulin secretion (GO:0050796),7/104,0.0030212864057121,0.0679111778074148,0,0,3.9272607184906527,22.786251714087477,EPHA5;CHGA;TFAP2B;NNAT;CACNA2D2;ISL1;SOX4
97,GO_Biological_Process_2021,positive regulation of cell differentiation (GO:0045597),12/258,0.0029723125712424,0.0679111778074148,0,0,2.671627394240044,15.54463686668497,CDS1;OLFM1;PCP4;TGFB2;IMPACT;NEUROD4;CDH2;CTNNA1;NRCAM;TCF4;IGF1;ISL1
102,GO_Biological_Process_2021,regulation of Fc-gamma receptor signaling pathway involved in phagocytosis (GO:1905449),2/5,0.0032199265339722,0.0679111778074148,0,0,35.95421245421245,206.31953536475484,CD47;APPL2
96,GO_Biological_Process_2021,neural tube development (GO:0021915),3/16,0.0028513728896011,0.0679111778074148,0,0,12.47361729179911,73.09483208847139,ARL13B;PROX1;SOX4
110,GO_Biological_Process_2021,ventricular cardiac muscle tissue morphogenesis (GO:0055010),4/34,0.003316202518393,0.0693116202042509,0,0,7.220626151012891,41.22208514225068,TGFB2;TPM1;PROX1;ISL1
111,GO_Biological_Process_2021,reverse cholesterol transport (GO:0043691),3/17,0.0034157963261581,0.0707557810418463,0,0,11.582054309327036,65.77847792662618,SCARB1;APOE;CLU
112,GO_Biological_Process_2021,positive regulation of cell adhesion (GO:0045785),6/80,0.0034737508093035,0.0713194856423386,0,0,4.405405405405405,24.945697731370252,TGFB2;ZFHX3;TPM1;NDNF;CD47;VEGFA
113,GO_Biological_Process_2021,regulation of cell migration (GO:0030334),16/408,0.0036687364431561,0.074458967819074,0,0,2.2439650145772596,12.58394928878773,JAG1;DUSP3;LMO4;LIMCH1;TPM1;ADARB1;IGF1;SYNE2;MYLK;VEGFA;PODXL;SPRY2;SLIT2;SRGAP3;TMSB10;APPL2
114,GO_Biological_Process_2021,negative regulation of Ras protein signal transduction (GO:0046580),4/35,0.003690854008273,0.074458967819074,0,0,6.9873462840848335,39.142397045656296,TGFB2;STMN1;STMN3;SPRY2
115,GO_Biological_Process_2021,regulation of G protein-coupled receptor signaling pathway (GO:0008277),6/82,0.0039268199190812,0.0785363983816245,0,0,4.289035087719299,23.760934259076464,GRK1;RGS2;GUCA1B;CNGA1;GUCA1A;RGS20
116,GO_Biological_Process_2021,microtubule depolymerization (GO:0007019),3/18,0.0040438566181739,0.0798001884946196,0,0,10.809366391184572,59.56562351331454,STMN1;STMN2;STMN3
117,GO_Biological_Process_2021,cyclic-nucleotide-mediated signaling (GO:0019935),4/36,0.0040931993236464,0.0798001884946196,0,0,6.768646408839779,37.21691753555679,EPHA5;ADCY1;APOE;NUDT4
118,GO_Biological_Process_2021,membrane assembly (GO:0071709),4/36,0.0040931993236464,0.0798001884946196,0,0,6.768646408839779,37.21691753555679,PTPRD;NRXN1;NRXN2;ANK3
119,GO_Biological_Process_2021,regulation of neurotransmitter receptor activity (GO:0099601),5/58,0.004135253192392,0.0799482283862458,0,0,5.117075210369519,28.083566560631173,APP;GRIA2;DLGAP1;CACNG4;GRIA4
130,GO_Biological_Process_2021,retinal ganglion cell axon guidance (GO:0031290),2/6,0.0047715547751659,0.0813971108704782,0,0,26.964285714285715,144.12634729579378,ROBO2;SLIT2
132,GO_Biological_Process_2021,spinal cord motor neuron differentiation (GO:0021522),2/6,0.0047715547751659,0.0813971108704782,0,0,26.964285714285715,144.12634729579378,ISL1;SOX4
129,GO_Biological_Process_2021,renal filtration cell differentiation (GO:0061318),2/6,0.0047715547751659,0.0813971108704782,0,0,26.964285714285715,144.12634729579378,BASP1;PROM1
